State,PollScore,SampleSize,NumericGrade,PollRecency,Percentage,CandidateName
North Carolina,-0.4,973,1.8,38,48.9,Donald Trump
NA,-0.9,3276,2.8,38,51,Kamala Harris
NA,-0.9,3276,2.8,38,46,Donald Trump
NA,-0.9,2772,2.8,38,51,Kamala Harris
NA,-0.9,2772,2.8,38,47,Donald Trump
NA,-0.9,2196,2.8,38,52,Kamala Harris
NA,-0.9,2196,2.8,38,46,Donald Trump
NA,-0.9,3276,2.8,38,51,Kamala Harris
NA,-0.9,3276,2.8,38,45,Donald Trump
NA,-0.9,2772,2.8,38,50,Kamala Harris
NA,-0.9,2772,2.8,38,46,Donald Trump
NA,-0.9,2196,2.8,38,51,Kamala Harris
NA,-0.9,2196,2.8,38,46,Donald Trump
Nevada,0.6,1079,0.7,38,45.3,Kamala Harris
Nevada,0.6,1079,0.7,38,43.5,Donald Trump
NA,-0.3,10270,1.9,38,50,Kamala Harris
NA,-0.3,10270,1.9,38,45,Donald Trump
NA,-0.1,3018,1.5,38,52,Kamala Harris
NA,-0.1,3018,1.5,38,48,Donald Trump
NA,-0.1,3018,1.5,38,50,Kamala Harris
NA,-0.1,3018,1.5,38,47,Donald Trump
Missouri,0.6,1237,1.4,38,41,Kamala Harris
Missouri,0.6,1237,1.4,38,50,Donald Trump
NA,0.2,744,1.6,40,47,Kamala Harris
NA,0.2,744,1.6,40,42,Donald Trump
New Mexico,-0.9,532,2.1,43,49,Kamala Harris
New Mexico,-0.9,532,2.1,43,39,Donald Trump
North Carolina,-0.6,800,2.5,45,46,Kamala Harris
North Carolina,-0.6,800,2.5,45,45,Donald Trump
NA,0.4,1952,1.8,37,44,Kamala Harris
NA,0.4,1952,1.8,37,42,Donald Trump
Michigan,-0.3,800,2,38,48,Kamala Harris
Michigan,-0.3,800,2,38,48.6,Donald Trump
NA,-0.9,1405,2.8,38,47,Kamala Harris
NA,-0.9,1405,2.8,38,42,Donald Trump
NA,-0.9,1690,2.8,38,43,Kamala Harris
NA,-0.9,1690,2.8,38,39,Donald Trump
North Carolina,NA,815,NA,38,46.8,Kamala Harris
North Carolina,NA,815,NA,38,48.4,Donald Trump
New Hampshire,-0.5,2241,2.4,38,51,Kamala Harris
New Hampshire,-0.5,2241,2.4,38,43,Donald Trump
New Hampshire,-0.5,2241,2.4,38,51,Kamala Harris
New Hampshire,-0.5,2241,2.4,38,43,Donald Trump
Alaska,-0.1,1254,1.9,38,42,Kamala Harris
Alaska,-0.1,1254,1.9,38,47,Donald Trump
North Carolina,0.6,1094,0.7,38,46,Kamala Harris
North Carolina,0.6,1094,0.7,38,48.4,Donald Trump
Wisconsin,-0.3,800,2,38,49,Kamala Harris
Wisconsin,-0.3,800,2,38,46.6,Donald Trump
NA,-0.8,1775,2.7,38,48,Kamala Harris
NA,-0.8,1775,2.7,38,50.9,Donald Trump
NA,-0.8,1775,2.7,38,47.3,Kamala Harris
NA,-0.8,1775,2.7,38,50.9,Donald Trump
Arizona,0.6,1088,0.7,38,45.5,Kamala Harris
Arizona,0.6,1088,0.7,38,47.1,Donald Trump
NA,-0.3,10100,1.9,39,50,Kamala Harris
NA,-0.3,10100,1.9,39,45,Donald Trump
NA,-0.4,2756,2.3,40,51,Kamala Harris
NA,-0.4,2756,2.3,40,47,Donald Trump
Missouri,0.1,645,2,43,44,Kamala Harris
Missouri,0.1,645,2,43,55,Donald Trump
NA,-0.3,3317,1.9,38,50,Kamala Harris
NA,-0.3,3317,1.9,38,45,Donald Trump
Michigan,-0.2,580,2.4,38,48,Kamala Harris
Michigan,-0.2,580,2.4,38,48,Donald Trump
Michigan,-0.2,580,2.4,38,47,Kamala Harris
Michigan,-0.2,580,2.4,38,46,Donald Trump
NA,NA,719,NA,39,48,Kamala Harris
NA,NA,719,NA,39,45,Donald Trump
NA,0,1174,2,39,47,Kamala Harris
NA,0,1174,2,39,44,Donald Trump
NA,-0.3,9889,1.9,40,50,Kamala Harris
NA,-0.3,9889,1.9,40,46,Donald Trump
Iowa,-1.2,656,2.8,41,43,Kamala Harris
Iowa,-1.2,656,2.8,41,47,Donald Trump
NA,-0.3,3204,1.9,39,50,Kamala Harris
NA,-0.3,3204,1.9,39,46,Donald Trump
NA,-1.1,1464,3,41,45,Kamala Harris
NA,-1.1,1464,3,41,45,Donald Trump
NA,-0.3,10482,1.9,41,50,Kamala Harris
NA,-0.3,10482,1.9,41,46,Donald Trump
Georgia,NA,400,NA,72,49.8,Kamala Harris
Georgia,NA,400,NA,72,50.2,Donald Trump
NA,-0.3,10884,1.9,42,49,Kamala Harris
NA,-0.3,10884,1.9,42,46,Donald Trump
Arizona,-0.9,550,2.9,42,46,Kamala Harris
Arizona,-0.9,550,2.9,42,46.2,Donald Trump
North Carolina,0.4,495,1.8,43,45,Kamala Harris
North Carolina,0.4,495,1.8,43,44,Donald Trump
Arizona,0.4,765,1.8,43,46,Kamala Harris
Arizona,0.4,765,1.8,43,47,Donald Trump
Florida,0.4,1465,1.8,43,44,Kamala Harris
Florida,0.4,1465,1.8,43,50,Donald Trump
Georgia,0.4,562,1.8,43,47,Kamala Harris
Georgia,0.4,562,1.8,43,49,Donald Trump
Michigan,0.4,556,1.8,43,48,Kamala Harris
Michigan,0.4,556,1.8,43,45,Donald Trump
Minnesota,0.4,617,1.8,43,51,Kamala Harris
Minnesota,0.4,617,1.8,43,44,Donald Trump
Nevada,0.4,698,1.8,43,45,Kamala Harris
Nevada,0.4,698,1.8,43,46,Donald Trump
New Mexico,0.4,521,1.8,43,49,Kamala Harris
New Mexico,0.4,521,1.8,43,44,Donald Trump
Pennsylvania,0.4,801,1.8,43,45,Kamala Harris
Pennsylvania,0.4,801,1.8,43,45,Donald Trump
Wisconsin,0.4,626,1.8,43,49,Kamala Harris
Wisconsin,0.4,626,1.8,43,46,Donald Trump
Texas,0.2,504,1.6,45,41,Kamala Harris
Texas,0.2,504,1.6,45,51,Donald Trump
NA,NA,1000,NA,46,51.2,Kamala Harris
NA,NA,1000,NA,46,48.8,Donald Trump
Virginia,1.7,1000,0.7,46,44,Kamala Harris
Virginia,1.7,1000,0.7,46,44,Donald Trump
Virginia,1.7,756,0.7,46,47,Kamala Harris
Virginia,1.7,756,0.7,46,46,Donald Trump
Virginia,1.7,1000,0.7,46,45,Kamala Harris
Virginia,1.7,1000,0.7,46,45,Donald Trump
Virginia,1.7,756,0.7,46,48,Kamala Harris
Virginia,1.7,756,0.7,46,46,Donald Trump
California,-0.4,1071,2.5,51,60,Kamala Harris
California,-0.4,1071,2.5,51,29,Donald Trump
NA,1.7,2028,1.2,43,43.9,Kamala Harris
NA,1.7,2028,1.2,43,40.5,Donald Trump
NA,1.7,1722,1.2,43,47.5,Kamala Harris
NA,1.7,1722,1.2,43,43.2,Donald Trump
NA,1.7,1546,1.2,43,49.3,Kamala Harris
NA,1.7,1546,1.2,43,44.7,Donald Trump
NA,-0.3,10607,1.9,43,49,Kamala Harris
NA,-0.3,10607,1.9,43,46,Donald Trump
North Carolina,-0.5,940,2.8,45,49,Kamala Harris
North Carolina,-0.5,940,2.8,45,46,Donald Trump
North Carolina,-0.5,940,2.8,45,50,Kamala Harris
North Carolina,-0.5,940,2.8,45,47,Donald Trump
Georgia,-0.5,969,2.8,45,45,Kamala Harris
Georgia,-0.5,969,2.8,45,49,Donald Trump
Georgia,-0.5,969,2.8,45,46,Kamala Harris
Georgia,-0.5,969,2.8,45,49,Donald Trump
Virginia,-0.8,1005,2.7,45,50,Kamala Harris
Virginia,-0.8,1005,2.7,45,42,Donald Trump
Virginia,-0.8,1005,2.7,45,51,Kamala Harris
Virginia,-0.8,1005,2.7,45,43,Donald Trump
Virginia,-0.8,1005,2.7,45,49,Kamala Harris
Virginia,-0.8,1005,2.7,45,42,Donald Trump
Virginia,-0.8,1005,2.7,45,51,Kamala Harris
Virginia,-0.8,1005,2.7,45,43,Donald Trump
Minnesota,0.6,1616,1.4,45,48.8,Kamala Harris
Minnesota,0.6,1616,1.4,45,44.6,Donald Trump
Arizona,-0.3,901,1.9,50,46.89,Kamala Harris
Arizona,-0.3,901,1.9,50,49.05,Donald Trump
Florida,-0.3,3182,1.9,50,47.05,Kamala Harris
Florida,-0.3,3182,1.9,50,49.12,Donald Trump
Maryland,-0.3,640,1.9,50,62.23,Kamala Harris
Maryland,-0.3,640,1.9,50,34.13,Donald Trump
Michigan,-0.3,1368,1.9,50,49.19,Kamala Harris
Michigan,-0.3,1368,1.9,50,46.12,Donald Trump
Nevada,-0.3,516,1.9,50,47.58,Kamala Harris
Nevada,-0.3,516,1.9,50,48.45,Donald Trump
Ohio,-0.3,1558,1.9,50,43.58,Kamala Harris
Ohio,-0.3,1558,1.9,50,51.92,Donald Trump
Pennsylvania,-0.3,1910,1.9,50,49.34,Kamala Harris
Pennsylvania,-0.3,1910,1.9,50,46.34,Donald Trump
Texas,-0.3,2940,1.9,50,43.43,Kamala Harris
Texas,-0.3,2940,1.9,50,51.75,Donald Trump
Wisconsin,-0.3,638,1.9,50,49.48,Kamala Harris
Wisconsin,-0.3,638,1.9,50,46.19,Donald Trump
North Carolina,-0.3,1369,1.9,50,48.22,Kamala Harris
North Carolina,-0.3,1369,1.9,50,47.82,Donald Trump
Colorado,-0.3,498,1.9,50,54.8,Kamala Harris
Colorado,-0.3,498,1.9,50,40.08,Donald Trump
Georgia,-0.3,1405,1.9,50,48.39,Kamala Harris
Georgia,-0.3,1405,1.9,50,47.51,Donald Trump
Minnesota,-0.3,501,1.9,50,50.92,Kamala Harris
Minnesota,-0.3,501,1.9,50,44.28,Donald Trump
Virginia,-0.3,873,1.9,50,51.97,Kamala Harris
Virginia,-0.3,873,1.9,50,42.24,Donald Trump
Rhode Island,NA,500,NA,65,53,Kamala Harris
Rhode Island,NA,500,NA,65,27,Donald Trump
NA,-0.3,10145,1.9,44,49,Kamala Harris
NA,-0.3,10145,1.9,44,46,Donald Trump
North Carolina,-1.3,676,2.8,45,49,Kamala Harris
North Carolina,-1.3,676,2.8,45,46,Donald Trump
North Carolina,NA,692,NA,44,46,Kamala Harris
North Carolina,NA,692,NA,44,47,Donald Trump
North Carolina,NA,619,NA,44,47,Kamala Harris
North Carolina,NA,619,NA,44,48,Donald Trump
Georgia,NA,647,NA,44,44,Kamala Harris
Georgia,NA,647,NA,44,47,Donald Trump
Georgia,NA,567,NA,44,45,Kamala Harris
Georgia,NA,567,NA,44,47,Donald Trump
Arkansas,0.6,696,0.9,44,40,Kamala Harris
Arkansas,0.6,696,0.9,44,55,Donald Trump
NA,-0.3,10014,1.9,45,49,Kamala Harris
NA,-0.3,10014,1.9,45,46,Donald Trump
Michigan,0.3,931,1.1,45,47,Kamala Harris
Michigan,0.3,931,1.1,45,47,Donald Trump
Wisconsin,0.3,917,1.1,45,47,Kamala Harris
Wisconsin,0.3,917,1.1,45,47,Donald Trump
Pennsylvania,0.3,889,1.1,45,46,Kamala Harris
Pennsylvania,0.3,889,1.1,45,48,Donald Trump
Michigan,-1.1,1077,3,46,50,Kamala Harris
Michigan,-1.1,1077,3,46,49,Donald Trump
Pennsylvania,-1.1,1078,3,46,50,Kamala Harris
Pennsylvania,-1.1,1078,3,46,50,Donald Trump
Wisconsin,-1.1,946,3,46,51,Kamala Harris
Wisconsin,-1.1,946,3,46,49,Donald Trump
NA,-1.5,1695,3,46,47,Kamala Harris
NA,-1.5,1695,3,46,48,Donald Trump
NA,-1.5,1695,3,46,45,Kamala Harris
NA,-1.5,1695,3,46,47,Donald Trump
NA,-1.5,1695,3,46,46,Kamala Harris
NA,-1.5,1695,3,46,48,Donald Trump
NA,-1.5,1695,3,46,44,Kamala Harris
NA,-1.5,1695,3,46,46,Donald Trump
Washington,-0.2,403,1.9,46,53,Kamala Harris
Washington,-0.2,403,1.9,46,32,Donald Trump
Virginia,-0.1,813,2.1,54,46,Kamala Harris
Virginia,-0.1,813,2.1,54,36,Donald Trump
Virginia,-0.1,749,2.1,54,49.4,Kamala Harris
Virginia,-0.1,749,2.1,54,35.7,Donald Trump
NA,-0.1,2358,1.5,45,50,Kamala Harris
NA,-0.1,2358,1.5,45,50,Donald Trump
NA,-0.1,2358,1.5,45,49,Kamala Harris
NA,-0.1,2358,1.5,45,49,Donald Trump
NA,-0.4,2701,2.3,46,50,Kamala Harris
NA,-0.4,2701,2.3,46,48,Donald Trump
California,-1.1,815,2.9,46,60.8,Kamala Harris
California,-1.1,815,2.9,46,38,Donald Trump
Florida,-1.1,815,2.9,46,47.6,Kamala Harris
Florida,-1.1,815,2.9,46,51.1,Donald Trump
Texas,-1.1,845,2.9,46,48,Kamala Harris
Texas,-1.1,845,2.9,46,50.9,Donald Trump
Ohio,-1.1,945,2.9,46,44.7,Kamala Harris
Ohio,-1.1,945,2.9,46,54.3,Donald Trump
Arizona,-0.4,1015,1.8,46,46,Kamala Harris
Arizona,-0.4,1015,1.8,46,45.9,Donald Trump
Arizona,-0.4,949,1.8,46,46.8,Kamala Harris
Arizona,-0.4,949,1.8,46,46.7,Donald Trump
Arizona,-0.4,1015,1.8,46,45.8,Kamala Harris
Arizona,-0.4,1015,1.8,46,45.8,Donald Trump
Arizona,-0.4,949,1.8,46,48,Kamala Harris
Arizona,-0.4,949,1.8,46,47.8,Donald Trump
NA,-0.9,1413,2.9,46,49,Kamala Harris
NA,-0.9,1413,2.9,46,48,Donald Trump
NA,-0.3,10862,1.9,46,49,Kamala Harris
NA,-0.3,10862,1.9,46,46,Donald Trump
NA,-1.1,1510,2.1,46,46.2,Kamala Harris
NA,-1.1,1510,2.1,46,44.2,Donald Trump
NA,-1.1,1510,2.1,46,49,Kamala Harris
NA,-1.1,1510,2.1,46,46.9,Donald Trump
NA,NA,1890,NA,48,52,Kamala Harris
NA,NA,1890,NA,48,48,Donald Trump
NA,NA,1890,NA,48,50.5,Kamala Harris
NA,NA,1890,NA,48,44.6,Donald Trump
Wisconsin,-1.1,822,3,52,52,Kamala Harris
Wisconsin,-1.1,822,3,52,48,Donald Trump
Wisconsin,-1.1,738,3,52,52,Kamala Harris
Wisconsin,-1.1,738,3,52,48,Donald Trump
Wisconsin,-1.1,822,3,52,47,Kamala Harris
Wisconsin,-1.1,822,3,52,43,Donald Trump
Wisconsin,-1.1,738,3,52,48,Kamala Harris
Wisconsin,-1.1,738,3,52,43,Donald Trump
NA,-1.1,1000,2.9,46,51.3,Kamala Harris
NA,-1.1,1000,2.9,46,47.6,Donald Trump
NA,-0.3,11414,1.9,47,49,Kamala Harris
NA,-0.3,11414,1.9,47,46,Donald Trump
NA,0.2,18123,2,54,44,Kamala Harris
NA,0.2,18123,2,54,41,Donald Trump
NA,0.2,20762,2,54,39,Kamala Harris
NA,0.2,20762,2,54,37,Donald Trump
NA,-0.3,1084,2.5,54,48,Kamala Harris
NA,-0.3,1084,2.5,54,47,Donald Trump
NA,0.4,NA,1.8,64,45,Kamala Harris
NA,0.4,NA,1.8,64,40,Donald Trump
NA,0.4,NA,1.8,64,50,Kamala Harris
NA,0.4,NA,1.8,64,47,Donald Trump
NA,0.4,5325,1.8,64,42,Kamala Harris
NA,0.4,5325,1.8,64,36,Donald Trump
NA,-1.1,1389,3,48,47,Kamala Harris
NA,-1.1,1389,3,48,45,Donald Trump
NA,0.6,1003,1.1,48,48.8,Kamala Harris
NA,0.6,1003,1.1,48,47.3,Donald Trump
Pennsylvania,0.6,857,1.1,48,47.9,Kamala Harris
Pennsylvania,0.6,857,1.1,48,49,Donald Trump
Michigan,0.6,822,1.1,48,48.4,Kamala Harris
Michigan,0.6,822,1.1,48,47.6,Donald Trump
Wisconsin,0.6,826,1.1,48,47.9,Kamala Harris
Wisconsin,0.6,826,1.1,48,47.7,Donald Trump
North Carolina,0.6,804,1.1,48,47.5,Kamala Harris
North Carolina,0.6,804,1.1,48,50,Donald Trump
Georgia,0.6,814,1.1,48,48.3,Kamala Harris
Georgia,0.6,814,1.1,48,48.9,Donald Trump
Arizona,0.6,804,1.1,48,46.9,Kamala Harris
Arizona,0.6,804,1.1,48,48.5,Donald Trump
Nevada,0.6,788,1.1,48,46.8,Kamala Harris
Nevada,0.6,788,1.1,48,47,Donald Trump
NA,-0.3,4000,1.9,48,48,Kamala Harris
NA,-0.3,4000,1.9,48,45,Donald Trump
NA,-0.3,11928,1.9,48,50,Kamala Harris
NA,-0.3,11928,1.9,48,46,Donald Trump
NA,0.2,3047,1.1,49,49.9,Kamala Harris
NA,0.2,3047,1.1,49,50.1,Donald Trump
NA,0.2,3047,1.1,49,48.3,Kamala Harris
NA,0.2,3047,1.1,49,47.2,Donald Trump
NA,0.2,3047,1.1,49,46.7,Kamala Harris
NA,0.2,3047,1.1,49,46.9,Donald Trump
NA,-0.3,4000,1.9,49,48,Kamala Harris
NA,-0.3,4000,1.9,49,45,Donald Trump
NA,-0.3,12084,1.9,49,50,Kamala Harris
NA,-0.3,12084,1.9,49,45,Donald Trump
NA,NA,2045,NA,53,49,Kamala Harris
NA,NA,2045,NA,53,46,Donald Trump
NA,-0.4,8044,2.5,54,49,Kamala Harris
NA,-0.4,8044,2.5,54,49,Donald Trump
Indiana,0.1,600,1.2,54,42,Kamala Harris
Indiana,0.1,600,1.2,54,52,Donald Trump
NA,NA,1000,NA,55,50.8,Kamala Harris
NA,NA,1000,NA,55,49.2,Donald Trump
Ohio,NA,600,NA,49,43,Kamala Harris
Ohio,NA,600,NA,49,52,Donald Trump
Alaska,-1.1,400,2.1,50,43.1,Kamala Harris
Alaska,-1.1,400,2.1,50,53,Donald Trump
NA,-0.3,4000,1.9,50,48,Kamala Harris
NA,-0.3,4000,1.9,50,45,Donald Trump
NA,-0.3,11919,1.9,50,50,Kamala Harris
NA,-0.3,11919,1.9,50,45,Donald Trump
NA,1.6,2000,0.5,51,46.8,Kamala Harris
NA,1.6,2000,0.5,51,47.4,Donald Trump
NA,1.6,1778,0.5,51,47.3,Kamala Harris
NA,1.6,1778,0.5,51,48.8,Donald Trump
NA,1.6,2000,0.5,51,45.4,Kamala Harris
NA,1.6,2000,0.5,51,44.1,Donald Trump
NA,1.6,1778,0.5,51,46.6,Kamala Harris
NA,1.6,1778,0.5,51,46.2,Donald Trump
Michigan,-1.1,600,2.1,52,47,Kamala Harris
Michigan,-1.1,600,2.1,52,46,Donald Trump
Nevada,-0.3,800,2,51,46.5,Kamala Harris
Nevada,-0.3,800,2,51,47.9,Donald Trump
Arizona,-0.3,800,2,51,48.4,Kamala Harris
Arizona,-0.3,800,2,51,48.6,Donald Trump
North Carolina,-0.3,800,2,51,48.4,Kamala Harris
North Carolina,-0.3,800,2,51,49.2,Donald Trump
Georgia,-0.3,800,2,51,48.3,Kamala Harris
Georgia,-0.3,800,2,51,47.6,Donald Trump
NA,-0.3,4000,1.9,51,48,Kamala Harris
NA,-0.3,4000,1.9,51,45,Donald Trump
NA,-0.3,11495,1.9,51,50,Kamala Harris
NA,-0.3,11495,1.9,51,46,Donald Trump
Oklahoma,0.3,323,1.8,56,39.9,Kamala Harris
Oklahoma,0.3,323,1.8,56,56,Donald Trump
Texas,-1.1,1200,3,57,44,Kamala Harris
Texas,-1.1,1200,3,57,49,Donald Trump
Texas,-1.1,1200,3,57,44,Kamala Harris
Texas,-1.1,1200,3,57,49,Donald Trump
Florida,NA,400,NA,64,46.6,Kamala Harris
Florida,NA,400,NA,64,53.4,Donald Trump
Texas,NA,400,NA,66,45.5,Kamala Harris
Texas,NA,400,NA,66,54.5,Donald Trump
North Carolina,NA,400,NA,74,50,Kamala Harris
North Carolina,NA,400,NA,74,50,Donald Trump
Wisconsin,0.6,1083,0.7,52,46.2,Kamala Harris
Wisconsin,0.6,1083,0.7,52,47.3,Donald Trump
Michigan,0.6,1089,0.7,52,46.6,Kamala Harris
Michigan,0.6,1089,0.7,52,47,Donald Trump
Pennsylvania,0.6,1082,0.7,52,44.9,Kamala Harris
Pennsylvania,0.6,1082,0.7,52,47,Donald Trump
NA,-0.4,1386,1.8,52,48,Kamala Harris
NA,-0.4,1386,1.8,52,45,Donald Trump
NA,-0.4,1386,1.8,52,47,Kamala Harris
NA,-0.4,1386,1.8,52,43,Donald Trump
NA,-0.3,4000,1.9,52,48,Kamala Harris
NA,-0.3,4000,1.9,52,45,Donald Trump
NA,-0.3,11214,1.9,52,49,Kamala Harris
NA,-0.3,11214,1.9,52,46,Donald Trump
Maryland,0.4,820,1.2,56,56,Kamala Harris
Maryland,0.4,820,1.2,56,35,Donald Trump
NA,0.4,2078,1.8,51,44,Kamala Harris
NA,0.4,2078,1.8,51,42,Donald Trump
Pennsylvania,0.1,1607,1.4,53,47,Kamala Harris
Pennsylvania,0.1,1607,1.4,53,48,Donald Trump
Pennsylvania,0.1,1607,1.4,53,49,Kamala Harris
Pennsylvania,0.1,1607,1.4,53,49,Donald Trump
Minnesota,-1.3,635,2.8,53,48,Kamala Harris
Minnesota,-1.3,635,2.8,53,43,Donald Trump
NA,-0.3,4000,1.9,53,48,Kamala Harris
NA,-0.3,4000,1.9,53,45,Donald Trump
NA,-0.3,10875,1.9,53,49,Kamala Harris
NA,-0.3,10875,1.9,53,46,Donald Trump
Nebraska,-0.5,600,1.8,54,37,Kamala Harris
Nebraska,-0.5,600,1.8,54,54,Donald Trump
NA,NA,2191,NA,55,52.6,Kamala Harris
NA,NA,2191,NA,55,47.4,Donald Trump
NA,NA,2191,NA,55,49.5,Kamala Harris
NA,NA,2191,NA,55,44.3,Donald Trump
Montana,NA,600,NA,55,41,Kamala Harris
Montana,NA,600,NA,55,56,Donald Trump
Texas,0.1,800,1.2,56,43,Kamala Harris
Texas,0.1,800,1.2,56,51,Donald Trump
Arizona,-0.6,682,2.8,57,44,Kamala Harris
Arizona,-0.6,682,2.8,57,49,Donald Trump
Georgia,-0.6,617,2.8,57,48,Kamala Harris
Georgia,-0.6,617,2.8,57,47,Donald Trump
Michigan,-0.6,708,2.8,57,48,Kamala Harris
Michigan,-0.6,708,2.8,57,43,Donald Trump
Nevada,-0.6,626,2.8,57,48,Kamala Harris
Nevada,-0.6,626,2.8,57,47,Donald Trump
Pennsylvania,-0.6,789,2.8,57,47,Kamala Harris
Pennsylvania,-0.6,789,2.8,57,47,Donald Trump
Wisconsin,-0.6,976,2.8,57,50,Kamala Harris
Wisconsin,-0.6,976,2.8,57,44,Donald Trump
Illinois,NA,400,NA,74,57.8,Kamala Harris
Illinois,NA,400,NA,74,42.2,Donald Trump
Tennessee,NA,400,NA,84,36.9,Kamala Harris
Tennessee,NA,400,NA,84,63.1,Donald Trump
NA,-0.4,2441,2.3,54,51,Kamala Harris
NA,-0.4,2441,2.3,54,48,Donald Trump
North Carolina,-0.5,920,2.6,54,46.9,Kamala Harris
North Carolina,-0.5,920,2.6,54,47.6,Donald Trump
Michigan,-0.2,600,1.5,54,43.5,Kamala Harris
Michigan,-0.2,600,1.5,54,44.7,Donald Trump
NA,-0.3,4000,1.9,54,48,Kamala Harris
NA,-0.3,4000,1.9,54,45,Donald Trump
NA,-0.3,10673,1.9,54,49,Kamala Harris
NA,-0.3,10673,1.9,54,46,Donald Trump
Arizona,-1.1,720,2.9,55,47.5,Kamala Harris
Arizona,-1.1,720,2.9,55,51.2,Donald Trump
Michigan,-1.1,800,2.9,55,51.2,Kamala Harris
Michigan,-1.1,800,2.9,55,47.6,Donald Trump
Nevada,-1.1,1168,2.9,55,49.4,Kamala Harris
Nevada,-1.1,1168,2.9,55,48.8,Donald Trump
Pennsylvania,-1.1,950,2.9,55,49.4,Kamala Harris
Pennsylvania,-1.1,950,2.9,55,49.4,Donald Trump
Wisconsin,-1.1,850,2.9,55,49.1,Kamala Harris
Wisconsin,-1.1,850,2.9,55,49.8,Donald Trump
North Carolina,-1.1,775,2.9,55,49,Kamala Harris
North Carolina,-1.1,775,2.9,55,49.9,Donald Trump
Georgia,-1.1,800,2.9,55,50.1,Kamala Harris
Georgia,-1.1,800,2.9,55,49,Donald Trump
NA,-1,1000,2.9,55,47.6,Kamala Harris
NA,-1,1000,2.9,55,43.3,Donald Trump
North Carolina,0.4,812,1.8,55,44,Kamala Harris
North Carolina,0.4,812,1.8,55,45,Donald Trump
Arizona,0.4,530,1.8,55,45,Kamala Harris
Arizona,0.4,530,1.8,55,46,Donald Trump
Florida,0.4,850,1.8,55,43,Kamala Harris
Florida,0.4,850,1.8,55,48,Donald Trump
Georgia,0.4,699,1.8,55,42,Kamala Harris
Georgia,0.4,699,1.8,55,44,Donald Trump
Michigan,0.4,761,1.8,55,47,Kamala Harris
Michigan,0.4,761,1.8,55,44,Donald Trump
Minnesota,0.4,426,1.8,55,51,Kamala Harris
Minnesota,0.4,426,1.8,55,42,Donald Trump
Nevada,0.4,490,1.8,55,47,Kamala Harris
Nevada,0.4,490,1.8,55,47,Donald Trump
New Mexico,0.4,488,1.8,55,47,Kamala Harris
New Mexico,0.4,488,1.8,55,40,Donald Trump
Pennsylvania,0.4,1071,1.8,55,46,Kamala Harris
Pennsylvania,0.4,1071,1.8,55,45,Donald Trump
Wisconsin,0.4,672,1.8,55,48,Kamala Harris
Wisconsin,0.4,672,1.8,55,44,Donald Trump
NA,NA,1500,NA,56,47,Kamala Harris
NA,NA,1500,NA,56,45,Donald Trump
NA,NA,1500,NA,56,48,Kamala Harris
NA,NA,1500,NA,56,47,Donald Trump
NA,1.7,2020,1.2,57,42.2,Kamala Harris
NA,1.7,2020,1.2,57,37,Donald Trump
NA,1.7,1681,1.2,57,45.3,Kamala Harris
NA,1.7,1681,1.2,57,40.4,Donald Trump
NA,1.7,1511,1.2,57,47.9,Kamala Harris
NA,1.7,1511,1.2,57,41.3,Donald Trump
NA,1.7,2020,1.2,57,45.1,Kamala Harris
NA,1.7,2020,1.2,57,39.4,Donald Trump
NA,1.7,1681,1.2,57,48.4,Kamala Harris
NA,1.7,1681,1.2,57,42.4,Donald Trump
NA,1.7,1511,1.2,57,50.4,Kamala Harris
NA,1.7,1511,1.2,57,43.2,Donald Trump
NA,-0.2,1238,1.6,57,51,Kamala Harris
NA,-0.2,1238,1.6,57,45,Donald Trump
NA,-0.2,1238,1.6,57,57,Kamala Harris
NA,-0.9,3562,2.8,59,44,Kamala Harris
NA,-0.9,3562,2.8,59,40,Donald Trump
NA,-0.9,4253,2.8,59,41,Kamala Harris
NA,-0.9,4253,2.8,59,38,Donald Trump
NA,-0.9,3562,2.8,59,45,Kamala Harris
NA,-0.9,3562,2.8,59,41,Donald Trump
NA,-0.9,4253,2.8,59,40,Kamala Harris
NA,-0.9,4253,2.8,59,36,Donald Trump
Michigan,NA,400,NA,83,50.1,Kamala Harris
Michigan,NA,400,NA,83,49.9,Donald Trump
North Carolina,NA,612,NA,54,46,Kamala Harris
North Carolina,NA,612,NA,54,50,Donald Trump
NA,NA,1094,NA,54,49,Kamala Harris
NA,NA,1094,NA,54,47,Donald Trump
NA,-1.1,1368,3,55,47,Kamala Harris
NA,-1.1,1368,3,55,45,Donald Trump
NA,-0.3,4000,1.9,55,48,Kamala Harris
NA,-0.3,4000,1.9,55,44,Donald Trump
NA,-0.3,7148,1.9,55,49,Kamala Harris
NA,-0.3,7148,1.9,55,45,Donald Trump
NA,-0.5,1611,2.8,57,49,Kamala Harris
NA,-0.5,1611,2.8,57,47,Donald Trump
NA,-0.5,1611,2.8,57,49,Kamala Harris
NA,-0.5,1611,2.8,57,48,Donald Trump
Arizona,-0.3,805,1.9,57,49,Kamala Harris
Arizona,-0.3,805,1.9,57,47,Donald Trump
Arizona,-0.3,805,1.9,57,48,Kamala Harris
Arizona,-0.3,805,1.9,57,48,Donald Trump
Arizona,-0.3,776,1.9,57,49,Kamala Harris
Arizona,-0.3,776,1.9,57,47,Donald Trump
Arizona,-0.3,776,1.9,57,48,Kamala Harris
Arizona,-0.3,776,1.9,57,48,Donald Trump
NA,-0.9,2496,2.8,57,50,Kamala Harris
