poll_id,pollster_id,Pollster,Party,sponsors,NumericGrade,PollScore,Methodology,State,StartDate,EndDate,SampleSize,Population,ElectionDate,Stage,CandidateName,Percentage
87940,1503,Fabrizio Ward,DEM,Pinpoint Policy Institute,1.7,-0.1,Online Panel/Text-to-Web,Michigan,2024-08-19,2024-08-21,400,lv,2024-11-05,general,Kamala Harris,44
87940,1503,Fabrizio Ward,REP,Pinpoint Policy Institute,1.7,-0.1,Online Panel/Text-to-Web,Michigan,2024-08-19,2024-08-21,400,lv,2024-11-05,general,Donald Trump,43
87940,1503,Fabrizio Ward,IND,Pinpoint Policy Institute,1.7,-0.1,Online Panel/Text-to-Web,Michigan,2024-08-19,2024-08-21,400,lv,2024-11-05,general,Robert F. Kennedy,5
87940,1503,Fabrizio Ward,DEM,Pinpoint Policy Institute,1.7,-0.1,Online Panel/Text-to-Web,Michigan,2024-08-19,2024-08-21,400,lv,2024-11-05,general,Kamala Harris,46
87940,1503,Fabrizio Ward,REP,Pinpoint Policy Institute,1.7,-0.1,Online Panel/Text-to-Web,Michigan,2024-08-19,2024-08-21,400,lv,2024-11-05,general,Donald Trump,48
87941,1503,Fabrizio Ward,DEM,Pinpoint Policy Institute,1.7,-0.1,Online Panel/Text-to-Web,Pennsylvania,2024-08-19,2024-08-21,400,lv,2024-11-05,general,Kamala Harris,43
87941,1503,Fabrizio Ward,REP,Pinpoint Policy Institute,1.7,-0.1,Online Panel/Text-to-Web,Pennsylvania,2024-08-19,2024-08-21,400,lv,2024-11-05,general,Donald Trump,43
87941,1503,Fabrizio Ward,IND,Pinpoint Policy Institute,1.7,-0.1,Online Panel/Text-to-Web,Pennsylvania,2024-08-19,2024-08-21,400,lv,2024-11-05,general,Robert F. Kennedy,3
87941,1503,Fabrizio Ward,DEM,Pinpoint Policy Institute,1.7,-0.1,Online Panel/Text-to-Web,Pennsylvania,2024-08-19,2024-08-21,400,lv,2024-11-05,general,Kamala Harris,46
87941,1503,Fabrizio Ward,REP,Pinpoint Policy Institute,1.7,-0.1,Online Panel/Text-to-Web,Pennsylvania,2024-08-19,2024-08-21,400,lv,2024-11-05,general,Donald Trump,47
87942,1503,Fabrizio Ward,DEM,Pinpoint Policy Institute,1.7,-0.1,Online Panel/Text-to-Web,Wisconsin,2024-08-19,2024-08-21,400,lv,2024-11-05,general,Kamala Harris,47
87942,1503,Fabrizio Ward,REP,Pinpoint Policy Institute,1.7,-0.1,Online Panel/Text-to-Web,Wisconsin,2024-08-19,2024-08-21,400,lv,2024-11-05,general,Donald Trump,42
87942,1503,Fabrizio Ward,IND,Pinpoint Policy Institute,1.7,-0.1,Online Panel/Text-to-Web,Wisconsin,2024-08-19,2024-08-21,400,lv,2024-11-05,general,Robert F. Kennedy,4
87942,1503,Fabrizio Ward,DEM,Pinpoint Policy Institute,1.7,-0.1,Online Panel/Text-to-Web,Wisconsin,2024-08-19,2024-08-21,400,lv,2024-11-05,general,Kamala Harris,49
87942,1503,Fabrizio Ward,REP,Pinpoint Policy Institute,1.7,-0.1,Online Panel/Text-to-Web,Wisconsin,2024-08-19,2024-08-21,400,lv,2024-11-05,general,Donald Trump,45
88076,1348,BK Strategies,DEM,Platform Communications,1.3,0.3,Live Phone,Wisconsin,2024-08-19,2024-08-21,600,lv,2024-11-05,general,Kamala Harris,48
88076,1348,BK Strategies,REP,Platform Communications,1.3,0.3,Live Phone,Wisconsin,2024-08-19,2024-08-21,600,lv,2024-11-05,general,Donald Trump,45
87862,1741,ActiVote,DEM,NA,NA,NA,App Panel,New York,2024-08-01,2024-08-21,400,lv,2024-11-05,general,Kamala Harris,58.3
87862,1741,ActiVote,REP,NA,NA,NA,App Panel,New York,2024-08-01,2024-08-21,400,lv,2024-11-05,general,Donald Trump,41.7
87906,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-18,2024-08-20,4000,rv,2024-11-05,general,Kamala Harris,47
87906,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-18,2024-08-20,4000,rv,2024-11-05,general,Donald Trump,45
87906,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-18,2024-08-20,10142,lv,2024-11-05,general,Kamala Harris,49
87906,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-18,2024-08-20,10142,lv,2024-11-05,general,Donald Trump,46
87853,568,YouGov,DEM,Economist,3,-1.1,Online Panel,NA,2024-08-17,2024-08-20,1371,rv,2024-11-05,general,Kamala Harris,46
87853,568,YouGov,REP,Economist,3,-1.1,Online Panel,NA,2024-08-17,2024-08-20,1371,rv,2024-11-05,general,Donald Trump,43
87853,568,YouGov,IND,Economist,3,-1.1,Online Panel,NA,2024-08-17,2024-08-20,1371,rv,2024-11-05,general,Robert F. Kennedy,3
87853,568,YouGov,IND,Economist,3,-1.1,Online Panel,NA,2024-08-17,2024-08-20,1371,rv,2024-11-05,general,Cornel West,0
87853,568,YouGov,GRE,Economist,3,-1.1,Online Panel,NA,2024-08-17,2024-08-20,1371,rv,2024-11-05,general,Jill Stein,0
87886,149,Fairleigh Dickinson,DEM,NA,2.6,-0.6,Live Phone/Text-to-Web,NA,2024-08-17,2024-08-20,801,rv,2024-11-05,general,Kamala Harris,50
87886,149,Fairleigh Dickinson,REP,NA,2.6,-0.6,Live Phone/Text-to-Web,NA,2024-08-17,2024-08-20,801,rv,2024-11-05,general,Donald Trump,43
87915,1699,Fabrizio/Impact,DEM,AARP,1.7,-0.3,Live Phone,Maryland,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,59
87915,1699,Fabrizio/Impact,REP,AARP,1.7,-0.3,Live Phone,Maryland,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,29
87915,1699,Fabrizio/Impact,IND,AARP,1.7,-0.3,Live Phone,Maryland,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Robert F. Kennedy,5
87915,1699,Fabrizio/Impact,GRE,AARP,1.7,-0.3,Live Phone,Maryland,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Jill Stein,1
87915,1699,Fabrizio/Impact,LIB,AARP,1.7,-0.3,Live Phone,Maryland,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Chase Oliver,1
87915,1699,Fabrizio/Impact,DEM,AARP,1.7,-0.3,Live Phone,Maryland,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,64
87915,1699,Fabrizio/Impact,REP,AARP,1.7,-0.3,Live Phone,Maryland,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,32
87959,1488,Spry Strategies,DEM,American Principles Project,1.5,0.2,IVR/Text-to-Web,Arizona,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,47.6
87959,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,Arizona,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,48.7
87959,1488,Spry Strategies,DEM,American Principles Project,1.5,0.2,IVR/Text-to-Web,Arizona,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,46.1
87959,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,Arizona,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,46.4
87959,1488,Spry Strategies,IND,American Principles Project,1.5,0.2,IVR/Text-to-Web,Arizona,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Robert F. Kennedy,2.3
87959,1488,Spry Strategies,GRE,American Principles Project,1.5,0.2,IVR/Text-to-Web,Arizona,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Jill Stein,1.4
87960,1488,Spry Strategies,DEM,American Principles Project,1.5,0.2,IVR/Text-to-Web,Georgia,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,48.9
87960,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,Georgia,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,49.3
87960,1488,Spry Strategies,DEM,American Principles Project,1.5,0.2,IVR/Text-to-Web,Georgia,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,46.8
87960,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,Georgia,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,48.1
87960,1488,Spry Strategies,IND,American Principles Project,1.5,0.2,IVR/Text-to-Web,Georgia,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Robert F. Kennedy,2.1
87960,1488,Spry Strategies,GRE,American Principles Project,1.5,0.2,IVR/Text-to-Web,Georgia,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Jill Stein,1.4
87961,1488,Spry Strategies,DEM,American Principles Project,1.5,0.2,IVR/Text-to-Web,North Carolina,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,47.2
87961,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,North Carolina,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,47.4
87961,1488,Spry Strategies,DEM,American Principles Project,1.5,0.2,IVR/Text-to-Web,North Carolina,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,46.5
87961,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,North Carolina,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,45.1
87961,1488,Spry Strategies,IND,American Principles Project,1.5,0.2,IVR/Text-to-Web,North Carolina,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Robert F. Kennedy,2.9
87961,1488,Spry Strategies,GRE,American Principles Project,1.5,0.2,IVR/Text-to-Web,North Carolina,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Jill Stein,0.6
87962,1488,Spry Strategies,DEM,American Principles Project,1.5,0.2,IVR/Text-to-Web,Pennsylvania,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,48.2
87962,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,Pennsylvania,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,47.2
87962,1488,Spry Strategies,DEM,American Principles Project,1.5,0.2,IVR/Text-to-Web,Pennsylvania,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,46.3
87962,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,Pennsylvania,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,45
87962,1488,Spry Strategies,IND,American Principles Project,1.5,0.2,IVR/Text-to-Web,Pennsylvania,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Robert F. Kennedy,4.3
87962,1488,Spry Strategies,GRE,American Principles Project,1.5,0.2,IVR/Text-to-Web,Pennsylvania,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Jill Stein,1.2
87963,1488,Spry Strategies,DEM,American Principles Project,1.5,0.2,IVR/Text-to-Web,Wisconsin,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,47.9
87963,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,Wisconsin,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,45.2
87963,1488,Spry Strategies,DEM,American Principles Project,1.5,0.2,IVR/Text-to-Web,Wisconsin,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,46.3
87963,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,Wisconsin,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,42.4
87963,1488,Spry Strategies,IND,American Principles Project,1.5,0.2,IVR/Text-to-Web,Wisconsin,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Robert F. Kennedy,3.3
87963,1488,Spry Strategies,GRE,American Principles Project,1.5,0.2,IVR/Text-to-Web,Wisconsin,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Jill Stein,1.8
87841,235,InsiderAdvantage,DEM,NA,2,-0.3,NA,Pennsylvania,2024-08-18,2024-08-19,800,lv,2024-11-05,general,Kamala Harris,46
87841,235,InsiderAdvantage,REP,NA,2,-0.3,NA,Pennsylvania,2024-08-18,2024-08-19,800,lv,2024-11-05,general,Donald Trump,46.6
87907,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-17,2024-08-19,4000,rv,2024-11-05,general,Kamala Harris,47
87907,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-17,2024-08-19,4000,rv,2024-11-05,general,Donald Trump,44
87907,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-17,2024-08-19,10527,lv,2024-11-05,general,Kamala Harris,49
87907,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-17,2024-08-19,10527,lv,2024-11-05,general,Donald Trump,45
87856,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,New Hampshire,2024-08-15,2024-08-19,2048,lv,2024-11-05,general,Kamala Harris,50
87856,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,New Hampshire,2024-08-15,2024-08-19,2048,lv,2024-11-05,general,Donald Trump,43
87856,525,U. New Hampshire,IND,NA,2.6,-0.3,Probability Panel,New Hampshire,2024-08-15,2024-08-19,2048,lv,2024-11-05,general,Robert F. Kennedy,4
87856,525,U. New Hampshire,LIB,NA,2.6,-0.3,Probability Panel,New Hampshire,2024-08-15,2024-08-19,2048,lv,2024-11-05,general,Chase Oliver,0
87856,525,U. New Hampshire,GRE,NA,2.6,-0.3,Probability Panel,New Hampshire,2024-08-15,2024-08-19,2048,lv,2024-11-05,general,Jill Stein,0
87856,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,New Hampshire,2024-08-15,2024-08-19,2048,lv,2024-11-05,general,Kamala Harris,52
87856,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,New Hampshire,2024-08-15,2024-08-19,2048,lv,2024-11-05,general,Donald Trump,47
87857,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,Vermont,2024-08-15,2024-08-19,924,lv,2024-11-05,general,Kamala Harris,67
87857,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,Vermont,2024-08-15,2024-08-19,924,lv,2024-11-05,general,Donald Trump,27
87857,525,U. New Hampshire,IND,NA,2.6,-0.3,Probability Panel,Vermont,2024-08-15,2024-08-19,924,lv,2024-11-05,general,Robert F. Kennedy,3
87857,525,U. New Hampshire,LIB,NA,2.6,-0.3,Probability Panel,Vermont,2024-08-15,2024-08-19,924,lv,2024-11-05,general,Chase Oliver,0
87857,525,U. New Hampshire,IND,NA,2.6,-0.3,Probability Panel,Vermont,2024-08-15,2024-08-19,924,lv,2024-11-05,general,Cornel West,0
87857,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,Vermont,2024-08-15,2024-08-19,924,lv,2024-11-05,general,Kamala Harris,70
87857,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,Vermont,2024-08-15,2024-08-19,924,lv,2024-11-05,general,Donald Trump,29
87858,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,Maine,2024-08-15,2024-08-19,951,lv,2024-11-05,general,Kamala Harris,55
87858,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,Maine,2024-08-15,2024-08-19,951,lv,2024-11-05,general,Donald Trump,38
87858,525,U. New Hampshire,IND,NA,2.6,-0.3,Probability Panel,Maine,2024-08-15,2024-08-19,951,lv,2024-11-05,general,Robert F. Kennedy,2
87858,525,U. New Hampshire,LIB,NA,2.6,-0.3,Probability Panel,Maine,2024-08-15,2024-08-19,951,lv,2024-11-05,general,Chase Oliver,1
87858,525,U. New Hampshire,GRE,NA,2.6,-0.3,Probability Panel,Maine,2024-08-15,2024-08-19,951,lv,2024-11-05,general,Jill Stein,1
87858,525,U. New Hampshire,IND,NA,2.6,-0.3,Probability Panel,Maine,2024-08-15,2024-08-19,951,lv,2024-11-05,general,Cornel West,0
87858,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,Maine,2024-08-15,2024-08-19,951,lv,2024-11-05,general,Kamala Harris,58
87858,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,Maine,2024-08-15,2024-08-19,951,lv,2024-11-05,general,Donald Trump,41
87859,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,Maine CD-1,2024-08-15,2024-08-19,490,lv,2024-11-05,general,Kamala Harris,62
87859,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,Maine CD-1,2024-08-15,2024-08-19,490,lv,2024-11-05,general,Donald Trump,33
87859,525,U. New Hampshire,IND,NA,2.6,-0.3,Probability Panel,Maine CD-1,2024-08-15,2024-08-19,490,lv,2024-11-05,general,Robert F. Kennedy,2
87859,525,U. New Hampshire,LIB,NA,2.6,-0.3,Probability Panel,Maine CD-1,2024-08-15,2024-08-19,490,lv,2024-11-05,general,Chase Oliver,1
87859,525,U. New Hampshire,GRE,NA,2.6,-0.3,Probability Panel,Maine CD-1,2024-08-15,2024-08-19,490,lv,2024-11-05,general,Jill Stein,0
87859,525,U. New Hampshire,IND,NA,2.6,-0.3,Probability Panel,Maine CD-1,2024-08-15,2024-08-19,490,lv,2024-11-05,general,Cornel West,0
87859,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,Maine CD-1,2024-08-15,2024-08-19,476,lv,2024-11-05,general,Kamala Harris,64
87859,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,Maine CD-1,2024-08-15,2024-08-19,476,lv,2024-11-05,general,Donald Trump,36
87860,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,Maine CD-2,2024-08-15,2024-08-19,443,lv,2024-11-05,general,Kamala Harris,49
87860,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,Maine CD-2,2024-08-15,2024-08-19,443,lv,2024-11-05,general,Donald Trump,44
87860,525,U. New Hampshire,IND,NA,2.6,-0.3,Probability Panel,Maine CD-2,2024-08-15,2024-08-19,443,lv,2024-11-05,general,Robert F. Kennedy,2
87860,525,U. New Hampshire,LIB,NA,2.6,-0.3,Probability Panel,Maine CD-2,2024-08-15,2024-08-19,443,lv,2024-11-05,general,Chase Oliver,1
87860,525,U. New Hampshire,GRE,NA,2.6,-0.3,Probability Panel,Maine CD-2,2024-08-15,2024-08-19,443,lv,2024-11-05,general,Jill Stein,1
87860,525,U. New Hampshire,IND,NA,2.6,-0.3,Probability Panel,Maine CD-2,2024-08-15,2024-08-19,443,lv,2024-11-05,general,Cornel West,0
87860,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,Maine CD-2,2024-08-15,2024-08-19,432,lv,2024-11-05,general,Kamala Harris,52
87860,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,Maine CD-2,2024-08-15,2024-08-19,432,lv,2024-11-05,general,Donald Trump,47
87834,1741,ActiVote,DEM,NA,NA,NA,App Panel,California,2024-08-02,2024-08-19,400,lv,2024-11-05,general,Kamala Harris,65.3
87834,1741,ActiVote,REP,NA,NA,NA,App Panel,California,2024-08-02,2024-08-19,400,lv,2024-11-05,general,Donald Trump,34.7
87833,1890,SoCal Strategies,DEM,On Point Politics | Red Eagle Politics,NA,NA,Online Panel,NA,2024-08-18,2024-08-18,1000,rv,2024-11-05,general,Kamala Harris,49
87833,1890,SoCal Strategies,REP,On Point Politics | Red Eagle Politics,NA,NA,Online Panel,NA,2024-08-18,2024-08-18,1000,rv,2024-11-05,general,Donald Trump,47
87833,1890,SoCal Strategies,DEM,On Point Politics | Red Eagle Politics,NA,NA,Online Panel,NA,2024-08-18,2024-08-18,876,lv,2024-11-05,general,Kamala Harris,50
87833,1890,SoCal Strategies,REP,On Point Politics | Red Eagle Politics,NA,NA,Online Panel,NA,2024-08-18,2024-08-18,876,lv,2024-11-05,general,Donald Trump,48
87908,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-16,2024-08-18,11528,rv,2024-11-05,general,Kamala Harris,48
87908,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-16,2024-08-18,11528,rv,2024-11-05,general,Donald Trump,44
87908,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-16,2024-08-18,10195,lv,2024-11-05,general,Kamala Harris,49
87908,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-16,2024-08-18,10195,lv,2024-11-05,general,Donald Trump,45
87843,1709,Big Village,DEM,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,2022,a,2024-11-05,general,Kamala Harris,40.8
87843,1709,Big Village,REP,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,2022,a,2024-11-05,general,Donald Trump,36.7
87843,1709,Big Village,IND,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,2022,a,2024-11-05,general,Robert F. Kennedy,6.4
87843,1709,Big Village,IND,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,2022,a,2024-11-05,general,Cornel West,1.2
87843,1709,Big Village,GRE,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,2022,a,2024-11-05,general,Jill Stein,0.9
87843,1709,Big Village,DEM,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,1698,rv,2024-11-05,general,Kamala Harris,44
87843,1709,Big Village,REP,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,1698,rv,2024-11-05,general,Donald Trump,39.7
87843,1709,Big Village,IND,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,1698,rv,2024-11-05,general,Robert F. Kennedy,5.6
87843,1709,Big Village,IND,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,1698,rv,2024-11-05,general,Cornel West,1.2
87843,1709,Big Village,GRE,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,1698,rv,2024-11-05,general,Jill Stein,0.6
87843,1709,Big Village,DEM,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,1530,lv,2024-11-05,general,Kamala Harris,46.2
87843,1709,Big Village,REP,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,1530,lv,2024-11-05,general,Donald Trump,41.6
87843,1709,Big Village,IND,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,1530,lv,2024-11-05,general,Robert F. Kennedy,5.2
87843,1709,Big Village,IND,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,1530,lv,2024-11-05,general,Cornel West,1.2
87843,1709,Big Village,GRE,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,1530,lv,2024-11-05,general,Jill Stein,0.6
87840,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-15,2024-08-17,4000,rv,2024-11-05,general,Kamala Harris,48
87840,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-15,2024-08-17,4000,rv,2024-11-05,general,Donald Trump,44
87840,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-15,2024-08-17,9354,lv,2024-11-05,general,Kamala Harris,49
87840,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-15,2024-08-17,9354,lv,2024-11-05,general,Donald Trump,45
87844,1056,Remington,DEM,NA,2.6,-0.6,IVR,Nebraska CD-2,2024-08-14,2024-08-17,656,lv,2024-11-05,general,Kamala Harris,50
87844,1056,Remington,REP,NA,2.6,-0.6,IVR,Nebraska CD-2,2024-08-14,2024-08-17,656,lv,2024-11-05,general,Donald Trump,42
87844,1056,Remington,IND,NA,2.6,-0.6,IVR,Nebraska CD-2,2024-08-14,2024-08-17,656,lv,2024-11-05,general,Robert F. Kennedy,2
87844,1056,Remington,IND,NA,2.6,-0.6,IVR,Nebraska CD-2,2024-08-14,2024-08-17,656,lv,2024-11-05,general,Cornel West,1
87844,1056,Remington,GRE,NA,2.6,-0.6,IVR,Nebraska CD-2,2024-08-14,2024-08-17,656,lv,2024-11-05,general,Jill Stein,0
87844,1056,Remington,LIB,NA,2.6,-0.6,IVR,Nebraska CD-2,2024-08-14,2024-08-17,656,lv,2024-11-05,general,Chase Oliver,1
87869,1365,Change Research,DEM,Future Majority PAC,1.4,0.6,Text-to-Web/Online Ad,Nebraska CD-2,2024-08-10,2024-08-17,437,lv,2024-11-05,general,Kamala Harris,47
87869,1365,Change Research,REP,Future Majority PAC,1.4,0.6,Text-to-Web/Online Ad,Nebraska CD-2,2024-08-10,2024-08-17,437,lv,2024-11-05,general,Donald Trump,42
87869,1365,Change Research,IND,Future Majority PAC,1.4,0.6,Text-to-Web/Online Ad,Nebraska CD-2,2024-08-10,2024-08-17,437,lv,2024-11-05,general,Robert F. Kennedy,5
87810,568,YouGov,DEM,CBS News,3,-1.1,Online Panel,NA,2024-08-14,2024-08-16,3253,lv,2024-11-05,general,Kamala Harris,51
87810,568,YouGov,REP,CBS News,3,-1.1,Online Panel,NA,2024-08-14,2024-08-16,3253,lv,2024-11-05,general,Donald Trump,48
87810,568,YouGov,DEM,CBS News,3,-1.1,Online Panel,NA,2024-08-14,2024-08-16,3253,lv,2024-11-05,general,Kamala Harris,49
87810,568,YouGov,REP,CBS News,3,-1.1,Online Panel,NA,2024-08-14,2024-08-16,3253,lv,2024-11-05,general,Donald Trump,47
87810,568,YouGov,IND,CBS News,3,-1.1,Online Panel,NA,2024-08-14,2024-08-16,3253,lv,2024-11-05,general,Robert F. Kennedy,2
87810,568,YouGov,IND,CBS News,3,-1.1,Online Panel,NA,2024-08-14,2024-08-16,3253,lv,2024-11-05,general,Cornel West,0
87810,568,YouGov,GRE,CBS News,3,-1.1,Online Panel,NA,2024-08-14,2024-08-16,3253,lv,2024-11-05,general,Jill Stein,1
87810,568,YouGov,LIB,CBS News,3,-1.1,Online Panel,NA,2024-08-14,2024-08-16,3253,lv,2024-11-05,general,Chase Oliver,0
87839,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-14,2024-08-16,4000,rv,2024-11-05,general,Kamala Harris,48
87839,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-14,2024-08-16,4000,rv,2024-11-05,general,Donald Trump,44
87839,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-14,2024-08-16,9132,lv,2024-11-05,general,Kamala Harris,50
87839,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-14,2024-08-16,9132,lv,2024-11-05,general,Donald Trump,45
87845,415,Roanoke College,DEM,NA,2.6,-0.4,Live Phone/Online Panel,Virginia,2024-08-12,2024-08-16,691,lv,2024-11-05,general,Kamala Harris,47
87845,415,Roanoke College,REP,NA,2.6,-0.4,Live Phone/Online Panel,Virginia,2024-08-12,2024-08-16,691,lv,2024-11-05,general,Donald Trump,44
87845,415,Roanoke College,DEM,NA,2.6,-0.4,Live Phone/Online Panel,Virginia,2024-08-12,2024-08-16,691,lv,2024-11-05,general,Kamala Harris,45
87845,415,Roanoke College,REP,NA,2.6,-0.4,Live Phone/Online Panel,Virginia,2024-08-12,2024-08-16,691,lv,2024-11-05,general,Donald Trump,42
87845,415,Roanoke College,IND,NA,2.6,-0.4,Live Phone/Online Panel,Virginia,2024-08-12,2024-08-16,691,lv,2024-11-05,general,Robert F. Kennedy,6
87845,415,Roanoke College,IND,NA,2.6,-0.4,Live Phone/Online Panel,Virginia,2024-08-12,2024-08-16,691,lv,2024-11-05,general,Cornel West,2
