poll_id,pollster_id,Pollster,Party,sponsors,NumericGrade,PollScore,Methodology,State,StartDate,EndDate,SampleSize,Population,ElectionDate,Stage,CandidateName,Percentage,PollRecency
87960,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,Georgia,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,49.3,66
87960,1488,Spry Strategies,DEM,American Principles Project,1.5,0.2,IVR/Text-to-Web,Georgia,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,46.8,66
87960,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,Georgia,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,48.1,66
87961,1488,Spry Strategies,DEM,American Principles Project,1.5,0.2,IVR/Text-to-Web,North Carolina,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,47.2,66
87961,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,North Carolina,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,47.4,66
87961,1488,Spry Strategies,DEM,American Principles Project,1.5,0.2,IVR/Text-to-Web,North Carolina,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,46.5,66
87961,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,North Carolina,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,45.1,66
87962,1488,Spry Strategies,DEM,American Principles Project,1.5,0.2,IVR/Text-to-Web,Pennsylvania,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,48.2,66
87962,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,Pennsylvania,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,47.2,66
87962,1488,Spry Strategies,DEM,American Principles Project,1.5,0.2,IVR/Text-to-Web,Pennsylvania,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,46.3,66
87962,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,Pennsylvania,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,45,66
87963,1488,Spry Strategies,DEM,American Principles Project,1.5,0.2,IVR/Text-to-Web,Wisconsin,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,47.9,66
87963,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,Wisconsin,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,45.2,66
87963,1488,Spry Strategies,DEM,American Principles Project,1.5,0.2,IVR/Text-to-Web,Wisconsin,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Kamala Harris,46.3,66
87963,1488,Spry Strategies,REP,American Principles Project,1.5,0.2,IVR/Text-to-Web,Wisconsin,2024-08-14,2024-08-20,600,lv,2024-11-05,general,Donald Trump,42.4,66
87841,235,InsiderAdvantage,DEM,NA,2,-0.3,NA,Pennsylvania,2024-08-18,2024-08-19,800,lv,2024-11-05,general,Kamala Harris,46,62
87841,235,InsiderAdvantage,REP,NA,2,-0.3,NA,Pennsylvania,2024-08-18,2024-08-19,800,lv,2024-11-05,general,Donald Trump,46.6,62
87907,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-17,2024-08-19,4000,rv,2024-11-05,general,Kamala Harris,47,63
87907,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-17,2024-08-19,4000,rv,2024-11-05,general,Donald Trump,44,63
87907,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-17,2024-08-19,10527,lv,2024-11-05,general,Kamala Harris,49,63
87907,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-17,2024-08-19,10527,lv,2024-11-05,general,Donald Trump,45,63
87856,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,New Hampshire,2024-08-15,2024-08-19,2048,lv,2024-11-05,general,Kamala Harris,50,65
87856,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,New Hampshire,2024-08-15,2024-08-19,2048,lv,2024-11-05,general,Donald Trump,43,65
87856,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,New Hampshire,2024-08-15,2024-08-19,2048,lv,2024-11-05,general,Kamala Harris,52,65
87856,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,New Hampshire,2024-08-15,2024-08-19,2048,lv,2024-11-05,general,Donald Trump,47,65
87857,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,Vermont,2024-08-15,2024-08-19,924,lv,2024-11-05,general,Kamala Harris,67,65
87857,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,Vermont,2024-08-15,2024-08-19,924,lv,2024-11-05,general,Donald Trump,27,65
87857,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,Vermont,2024-08-15,2024-08-19,924,lv,2024-11-05,general,Kamala Harris,70,65
87857,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,Vermont,2024-08-15,2024-08-19,924,lv,2024-11-05,general,Donald Trump,29,65
87858,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,Maine,2024-08-15,2024-08-19,951,lv,2024-11-05,general,Kamala Harris,55,65
87858,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,Maine,2024-08-15,2024-08-19,951,lv,2024-11-05,general,Donald Trump,38,65
87858,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,Maine,2024-08-15,2024-08-19,951,lv,2024-11-05,general,Kamala Harris,58,65
87858,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,Maine,2024-08-15,2024-08-19,951,lv,2024-11-05,general,Donald Trump,41,65
87859,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,Maine CD-1,2024-08-15,2024-08-19,490,lv,2024-11-05,general,Kamala Harris,62,65
87859,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,Maine CD-1,2024-08-15,2024-08-19,490,lv,2024-11-05,general,Donald Trump,33,65
87859,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,Maine CD-1,2024-08-15,2024-08-19,476,lv,2024-11-05,general,Kamala Harris,64,65
87859,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,Maine CD-1,2024-08-15,2024-08-19,476,lv,2024-11-05,general,Donald Trump,36,65
87860,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,Maine CD-2,2024-08-15,2024-08-19,443,lv,2024-11-05,general,Kamala Harris,49,65
87860,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,Maine CD-2,2024-08-15,2024-08-19,443,lv,2024-11-05,general,Donald Trump,44,65
87860,525,U. New Hampshire,DEM,NA,2.6,-0.3,Probability Panel,Maine CD-2,2024-08-15,2024-08-19,432,lv,2024-11-05,general,Kamala Harris,52,65
87860,525,U. New Hampshire,REP,NA,2.6,-0.3,Probability Panel,Maine CD-2,2024-08-15,2024-08-19,432,lv,2024-11-05,general,Donald Trump,47,65
87834,1741,ActiVote,DEM,NA,NA,NA,App Panel,California,2024-08-02,2024-08-19,400,lv,2024-11-05,general,Kamala Harris,65.3,78
87834,1741,ActiVote,REP,NA,NA,NA,App Panel,California,2024-08-02,2024-08-19,400,lv,2024-11-05,general,Donald Trump,34.7,78
87833,1890,SoCal Strategies,DEM,On Point Politics | Red Eagle Politics,NA,NA,Online Panel,NA,2024-08-18,2024-08-18,1000,rv,2024-11-05,general,Kamala Harris,49,62
87833,1890,SoCal Strategies,REP,On Point Politics | Red Eagle Politics,NA,NA,Online Panel,NA,2024-08-18,2024-08-18,1000,rv,2024-11-05,general,Donald Trump,47,62
87833,1890,SoCal Strategies,DEM,On Point Politics | Red Eagle Politics,NA,NA,Online Panel,NA,2024-08-18,2024-08-18,876,lv,2024-11-05,general,Kamala Harris,50,62
87833,1890,SoCal Strategies,REP,On Point Politics | Red Eagle Politics,NA,NA,Online Panel,NA,2024-08-18,2024-08-18,876,lv,2024-11-05,general,Donald Trump,48,62
87908,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-16,2024-08-18,11528,rv,2024-11-05,general,Kamala Harris,48,64
87908,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-16,2024-08-18,11528,rv,2024-11-05,general,Donald Trump,44,64
87908,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-16,2024-08-18,10195,lv,2024-11-05,general,Kamala Harris,49,64
87908,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-16,2024-08-18,10195,lv,2024-11-05,general,Donald Trump,45,64
87843,1709,Big Village,DEM,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,2022,a,2024-11-05,general,Kamala Harris,40.8,66
87843,1709,Big Village,REP,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,2022,a,2024-11-05,general,Donald Trump,36.7,66
87843,1709,Big Village,DEM,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,1698,rv,2024-11-05,general,Kamala Harris,44,66
87843,1709,Big Village,REP,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,1698,rv,2024-11-05,general,Donald Trump,39.7,66
87843,1709,Big Village,DEM,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,1530,lv,2024-11-05,general,Kamala Harris,46.2,66
87843,1709,Big Village,REP,NA,1.2,1.7,Online Panel,NA,2024-08-14,2024-08-18,1530,lv,2024-11-05,general,Donald Trump,41.6,66
87840,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-15,2024-08-17,4000,rv,2024-11-05,general,Kamala Harris,48,65
87840,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-15,2024-08-17,4000,rv,2024-11-05,general,Donald Trump,44,65
87840,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-15,2024-08-17,9354,lv,2024-11-05,general,Kamala Harris,49,65
87840,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-15,2024-08-17,9354,lv,2024-11-05,general,Donald Trump,45,65
87844,1056,Remington,DEM,NA,2.6,-0.6,IVR,Nebraska CD-2,2024-08-14,2024-08-17,656,lv,2024-11-05,general,Kamala Harris,50,66
87844,1056,Remington,REP,NA,2.6,-0.6,IVR,Nebraska CD-2,2024-08-14,2024-08-17,656,lv,2024-11-05,general,Donald Trump,42,66
87869,1365,Change Research,DEM,Future Majority PAC,1.4,0.6,Text-to-Web/Online Ad,Nebraska CD-2,2024-08-10,2024-08-17,437,lv,2024-11-05,general,Kamala Harris,47,70
87869,1365,Change Research,REP,Future Majority PAC,1.4,0.6,Text-to-Web/Online Ad,Nebraska CD-2,2024-08-10,2024-08-17,437,lv,2024-11-05,general,Donald Trump,42,70
87810,568,YouGov,DEM,CBS News,3,-1.1,Online Panel,NA,2024-08-14,2024-08-16,3253,lv,2024-11-05,general,Kamala Harris,51,66
87810,568,YouGov,REP,CBS News,3,-1.1,Online Panel,NA,2024-08-14,2024-08-16,3253,lv,2024-11-05,general,Donald Trump,48,66
87810,568,YouGov,DEM,CBS News,3,-1.1,Online Panel,NA,2024-08-14,2024-08-16,3253,lv,2024-11-05,general,Kamala Harris,49,66
87810,568,YouGov,REP,CBS News,3,-1.1,Online Panel,NA,2024-08-14,2024-08-16,3253,lv,2024-11-05,general,Donald Trump,47,66
87839,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-14,2024-08-16,4000,rv,2024-11-05,general,Kamala Harris,48,66
87839,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-14,2024-08-16,4000,rv,2024-11-05,general,Donald Trump,44,66
87839,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-14,2024-08-16,9132,lv,2024-11-05,general,Kamala Harris,50,66
87839,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-14,2024-08-16,9132,lv,2024-11-05,general,Donald Trump,45,66
87845,415,Roanoke College,DEM,NA,2.6,-0.4,Live Phone/Online Panel,Virginia,2024-08-12,2024-08-16,691,lv,2024-11-05,general,Kamala Harris,47,68
87845,415,Roanoke College,REP,NA,2.6,-0.4,Live Phone/Online Panel,Virginia,2024-08-12,2024-08-16,691,lv,2024-11-05,general,Donald Trump,44,68
87845,415,Roanoke College,DEM,NA,2.6,-0.4,Live Phone/Online Panel,Virginia,2024-08-12,2024-08-16,691,lv,2024-11-05,general,Kamala Harris,45,68
87845,415,Roanoke College,REP,NA,2.6,-0.4,Live Phone/Online Panel,Virginia,2024-08-12,2024-08-16,691,lv,2024-11-05,general,Donald Trump,42,68
87912,1800,Noble Predictive Insights,DEM,NA,2.4,-0.4,Online Panel,Arizona,2024-08-12,2024-08-16,1003,rv,2024-11-05,general,Kamala Harris,44,68
87912,1800,Noble Predictive Insights,REP,NA,2.4,-0.4,Online Panel,Arizona,2024-08-12,2024-08-16,1003,rv,2024-11-05,general,Donald Trump,47,68
87912,1800,Noble Predictive Insights,DEM,NA,2.4,-0.4,Online Panel,Arizona,2024-08-12,2024-08-16,1003,rv,2024-11-05,general,Kamala Harris,43,68
87912,1800,Noble Predictive Insights,REP,NA,2.4,-0.4,Online Panel,Arizona,2024-08-12,2024-08-16,1003,rv,2024-11-05,general,Donald Trump,44,68
87934,568,YouGov,DEM,Saint Louis University,3,-1.1,Online Panel,Missouri,2024-08-08,2024-08-16,900,lv,2024-11-05,general,Kamala Harris,41,72
87934,568,YouGov,REP,Saint Louis University,3,-1.1,Online Panel,Missouri,2024-08-08,2024-08-16,900,lv,2024-11-05,general,Donald Trump,54,72
87812,1859,Focaldata,DEM,NA,NA,NA,NA,Pennsylvania,2024-08-06,2024-08-16,719,lv,2024-11-05,general,Kamala Harris,50.2,74
87812,1859,Focaldata,REP,NA,NA,NA,NA,Pennsylvania,2024-08-06,2024-08-16,719,lv,2024-11-05,general,Donald Trump,49.8,74
87812,1859,Focaldata,DEM,NA,NA,NA,NA,Pennsylvania,2024-08-06,2024-08-16,719,a,2024-11-05,general,Kamala Harris,47,74
87812,1859,Focaldata,REP,NA,NA,NA,NA,Pennsylvania,2024-08-06,2024-08-16,719,a,2024-11-05,general,Donald Trump,47,74
87812,1859,Focaldata,DEM,NA,NA,NA,NA,Pennsylvania,2024-08-06,2024-08-16,NA,rv,2024-11-05,general,Kamala Harris,49,74
87812,1859,Focaldata,REP,NA,NA,NA,NA,Pennsylvania,2024-08-06,2024-08-16,NA,rv,2024-11-05,general,Donald Trump,46,74
87812,1859,Focaldata,DEM,NA,NA,NA,NA,Pennsylvania,2024-08-06,2024-08-16,719,lv,2024-11-05,general,Kamala Harris,48.2,74
87812,1859,Focaldata,REP,NA,NA,NA,NA,Pennsylvania,2024-08-06,2024-08-16,719,lv,2024-11-05,general,Donald Trump,46.9,74
87813,1859,Focaldata,DEM,NA,NA,NA,NA,Michigan,2024-08-06,2024-08-16,702,lv,2024-11-05,general,Kamala Harris,53.1,74
87813,1859,Focaldata,REP,NA,NA,NA,NA,Michigan,2024-08-06,2024-08-16,702,lv,2024-11-05,general,Donald Trump,46.9,74
87813,1859,Focaldata,DEM,NA,NA,NA,NA,Michigan,2024-08-06,2024-08-16,702,a,2024-11-05,general,Kamala Harris,50,74
87813,1859,Focaldata,REP,NA,NA,NA,NA,Michigan,2024-08-06,2024-08-16,702,a,2024-11-05,general,Donald Trump,42,74
87813,1859,Focaldata,DEM,NA,NA,NA,NA,Michigan,2024-08-06,2024-08-16,NA,rv,2024-11-05,general,Kamala Harris,50,74
87813,1859,Focaldata,REP,NA,NA,NA,NA,Michigan,2024-08-06,2024-08-16,NA,rv,2024-11-05,general,Donald Trump,44,74
87813,1859,Focaldata,DEM,NA,NA,NA,NA,Michigan,2024-08-06,2024-08-16,702,lv,2024-11-05,general,Kamala Harris,50.8,74
87813,1859,Focaldata,REP,NA,NA,NA,NA,Michigan,2024-08-06,2024-08-16,702,lv,2024-11-05,general,Donald Trump,43.8,74
87814,1859,Focaldata,DEM,NA,NA,NA,NA,Georgia,2024-08-06,2024-08-16,651,lv,2024-11-05,general,Kamala Harris,48,74
87814,1859,Focaldata,REP,NA,NA,NA,NA,Georgia,2024-08-06,2024-08-16,651,lv,2024-11-05,general,Donald Trump,52,74
87814,1859,Focaldata,DEM,NA,NA,NA,NA,Georgia,2024-08-06,2024-08-16,651,a,2024-11-05,general,Kamala Harris,46,74
87814,1859,Focaldata,REP,NA,NA,NA,NA,Georgia,2024-08-06,2024-08-16,651,a,2024-11-05,general,Donald Trump,47,74
87814,1859,Focaldata,DEM,NA,NA,NA,NA,Georgia,2024-08-06,2024-08-16,NA,rv,2024-11-05,general,Kamala Harris,46,74
87814,1859,Focaldata,REP,NA,NA,NA,NA,Georgia,2024-08-06,2024-08-16,NA,rv,2024-11-05,general,Donald Trump,47,74
87814,1859,Focaldata,DEM,NA,NA,NA,NA,Georgia,2024-08-06,2024-08-16,651,lv,2024-11-05,general,Kamala Harris,45.3,74
87814,1859,Focaldata,REP,NA,NA,NA,NA,Georgia,2024-08-06,2024-08-16,651,lv,2024-11-05,general,Donald Trump,49.4,74
87815,1859,Focaldata,DEM,NA,NA,NA,NA,Arizona,2024-08-06,2024-08-16,702,lv,2024-11-05,general,Kamala Harris,48.6,74
87815,1859,Focaldata,REP,NA,NA,NA,NA,Arizona,2024-08-06,2024-08-16,702,lv,2024-11-05,general,Donald Trump,51.4,74
87815,1859,Focaldata,DEM,NA,NA,NA,NA,Arizona,2024-08-06,2024-08-16,702,a,2024-11-05,general,Kamala Harris,42,74
87815,1859,Focaldata,REP,NA,NA,NA,NA,Arizona,2024-08-06,2024-08-16,702,a,2024-11-05,general,Donald Trump,46,74
87815,1859,Focaldata,DEM,NA,NA,NA,NA,Arizona,2024-08-06,2024-08-16,NA,rv,2024-11-05,general,Kamala Harris,45,74
87815,1859,Focaldata,REP,NA,NA,NA,NA,Arizona,2024-08-06,2024-08-16,NA,rv,2024-11-05,general,Donald Trump,45,74
87815,1859,Focaldata,DEM,NA,NA,NA,NA,Arizona,2024-08-06,2024-08-16,702,lv,2024-11-05,general,Kamala Harris,44.9,74
87815,1859,Focaldata,REP,NA,NA,NA,NA,Arizona,2024-08-06,2024-08-16,702,lv,2024-11-05,general,Donald Trump,45.9,74
87816,1859,Focaldata,DEM,NA,NA,NA,NA,North Carolina,2024-08-06,2024-08-16,702,lv,2024-11-05,general,Kamala Harris,49.8,74
87816,1859,Focaldata,REP,NA,NA,NA,NA,North Carolina,2024-08-06,2024-08-16,702,lv,2024-11-05,general,Donald Trump,50.2,74
87816,1859,Focaldata,DEM,NA,NA,NA,NA,North Carolina,2024-08-06,2024-08-16,702,a,2024-11-05,general,Kamala Harris,47,74
87816,1859,Focaldata,REP,NA,NA,NA,NA,North Carolina,2024-08-06,2024-08-16,702,a,2024-11-05,general,Donald Trump,43,74
87816,1859,Focaldata,DEM,NA,NA,NA,NA,North Carolina,2024-08-06,2024-08-16,NA,rv,2024-11-05,general,Kamala Harris,47,74
87816,1859,Focaldata,REP,NA,NA,NA,NA,North Carolina,2024-08-06,2024-08-16,NA,rv,2024-11-05,general,Donald Trump,44,74
87816,1859,Focaldata,DEM,NA,NA,NA,NA,North Carolina,2024-08-06,2024-08-16,702,lv,2024-11-05,general,Kamala Harris,47,74
87816,1859,Focaldata,REP,NA,NA,NA,NA,North Carolina,2024-08-06,2024-08-16,702,lv,2024-11-05,general,Donald Trump,45.6,74
87817,1859,Focaldata,DEM,NA,NA,NA,NA,Wisconsin,2024-08-06,2024-08-16,700,lv,2024-11-05,general,Kamala Harris,52.5,74
87817,1859,Focaldata,REP,NA,NA,NA,NA,Wisconsin,2024-08-06,2024-08-16,700,lv,2024-11-05,general,Donald Trump,47.5,74
87817,1859,Focaldata,DEM,NA,NA,NA,NA,Wisconsin,2024-08-06,2024-08-16,700,a,2024-11-05,general,Kamala Harris,50,74
87817,1859,Focaldata,REP,NA,NA,NA,NA,Wisconsin,2024-08-06,2024-08-16,700,a,2024-11-05,general,Donald Trump,43,74
87817,1859,Focaldata,DEM,NA,NA,NA,NA,Wisconsin,2024-08-06,2024-08-16,NA,rv,2024-11-05,general,Kamala Harris,50,74
87817,1859,Focaldata,REP,NA,NA,NA,NA,Wisconsin,2024-08-06,2024-08-16,NA,rv,2024-11-05,general,Donald Trump,42,74
87817,1859,Focaldata,DEM,NA,NA,NA,NA,Wisconsin,2024-08-06,2024-08-16,700,lv,2024-11-05,general,Kamala Harris,49.6,74
87817,1859,Focaldata,REP,NA,NA,NA,NA,Wisconsin,2024-08-06,2024-08-16,700,lv,2024-11-05,general,Donald Trump,44,74
87818,1859,Focaldata,DEM,NA,NA,NA,NA,Nevada,2024-08-06,2024-08-16,678,lv,2024-11-05,general,Kamala Harris,53.7,74
87818,1859,Focaldata,REP,NA,NA,NA,NA,Nevada,2024-08-06,2024-08-16,678,lv,2024-11-05,general,Donald Trump,46.3,74
87818,1859,Focaldata,DEM,NA,NA,NA,NA,Nevada,2024-08-06,2024-08-16,678,a,2024-11-05,general,Kamala Harris,49,74
87818,1859,Focaldata,REP,NA,NA,NA,NA,Nevada,2024-08-06,2024-08-16,678,a,2024-11-05,general,Donald Trump,39,74
87818,1859,Focaldata,DEM,NA,NA,NA,NA,Nevada,2024-08-06,2024-08-16,NA,rv,2024-11-05,general,Kamala Harris,49,74
87818,1859,Focaldata,REP,NA,NA,NA,NA,Nevada,2024-08-06,2024-08-16,NA,rv,2024-11-05,general,Donald Trump,39,74
87818,1859,Focaldata,DEM,NA,NA,NA,NA,Nevada,2024-08-06,2024-08-16,678,lv,2024-11-05,general,Kamala Harris,47.8,74
87818,1859,Focaldata,REP,NA,NA,NA,NA,Nevada,2024-08-06,2024-08-16,678,lv,2024-11-05,general,Donald Trump,42.4,74
87861,1892,University of Houston/Texas Southern University,DEM,NA,2.2,-0.3,Online Panel,Texas,2024-08-05,2024-08-16,1365,lv,2024-11-05,general,Kamala Harris,44.6,75
87861,1892,University of Houston/Texas Southern University,REP,NA,2.2,-0.3,Online Panel,Texas,2024-08-05,2024-08-16,1365,lv,2024-11-05,general,Donald Trump,49.5,75
87831,1562,Redfield & Wilton Strategies,DEM,NA,1.8,0.4,Online Panel,NA,2024-08-15,2024-08-15,1238,lv,2024-11-05,general,Kamala Harris,45,65
87831,1562,Redfield & Wilton Strategies,REP,NA,1.8,0.4,Online Panel,NA,2024-08-15,2024-08-15,1238,lv,2024-11-05,general,Donald Trump,44,65
87800,1347,Cygnal,DEM,NA,2.1,-1.1,NA,Pennsylvania,2024-08-14,2024-08-15,800,lv,2024-11-05,general,Kamala Harris,47.8,66
87800,1347,Cygnal,REP,NA,2.1,-1.1,NA,Pennsylvania,2024-08-14,2024-08-15,800,lv,2024-11-05,general,Donald Trump,47.1,66
87800,1347,Cygnal,DEM,NA,2.1,-1.1,NA,Pennsylvania,2024-08-14,2024-08-15,800,lv,2024-11-05,general,Kamala Harris,43.4,66
87800,1347,Cygnal,REP,NA,2.1,-1.1,NA,Pennsylvania,2024-08-14,2024-08-15,800,lv,2024-11-05,general,Donald Trump,44.3,66
87802,1886,Quantus Polls and News,DEM,TrendingPolitics,NA,NA,Online Panel,Wisconsin,2024-08-14,2024-08-15,601,rv,2024-11-05,general,Kamala Harris,47.8,66
87802,1886,Quantus Polls and News,REP,TrendingPolitics,NA,NA,Online Panel,Wisconsin,2024-08-14,2024-08-15,601,rv,2024-11-05,general,Donald Trump,46.9,66
87838,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-13,2024-08-15,4000,rv,2024-11-05,general,Kamala Harris,48,67
87838,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-13,2024-08-15,4000,rv,2024-11-05,general,Donald Trump,44,67
87838,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-08-13,2024-08-15,9636,lv,2024-11-05,general,Kamala Harris,49,67
87838,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-08-13,2024-08-15,9636,lv,2024-11-05,general,Donald Trump,45,67
87891,1491,Capitol Weekly,DEM,NA,NA,NA,NA,California,2024-08-13,2024-08-15,1738,lv,2024-11-05,general,Kamala Harris,57,67
87891,1491,Capitol Weekly,REP,NA,NA,NA,NA,California,2024-08-13,2024-08-15,1738,lv,2024-11-05,general,Donald Trump,37,67
87891,1491,Capitol Weekly,DEM,NA,NA,NA,NA,California,2024-08-13,2024-08-15,1738,lv,2024-11-05,general,Kamala Harris,51,67
87891,1491,Capitol Weekly,REP,NA,NA,NA,NA,California,2024-08-13,2024-08-15,1738,lv,2024-11-05,general,Donald Trump,36,67
87807,1424,Siena/NYT,DEM,NA,3,-1.5,Live Phone,Nevada,2024-08-12,2024-08-15,677,rv,2024-11-05,general,Kamala Harris,46,68
87807,1424,Siena/NYT,REP,NA,3,-1.5,Live Phone,Nevada,2024-08-12,2024-08-15,677,rv,2024-11-05,general,Donald Trump,48,68
87807,1424,Siena/NYT,DEM,NA,3,-1.5,Live Phone,Nevada,2024-08-12,2024-08-15,677,lv,2024-11-05,general,Kamala Harris,47,68
87807,1424,Siena/NYT,REP,NA,3,-1.5,Live Phone,Nevada,2024-08-12,2024-08-15,677,lv,2024-11-05,general,Donald Trump,48,68
87807,1424,Siena/NYT,DEM,NA,3,-1.5,Live Phone,Nevada,2024-08-12,2024-08-15,677,rv,2024-11-05,general,Kamala Harris,42,68
87807,1424,Siena/NYT,REP,NA,3,-1.5,Live Phone,Nevada,2024-08-12,2024-08-15,677,rv,2024-11-05,general,Donald Trump,45,68
87807,1424,Siena/NYT,DEM,NA,3,-1.5,Live Phone,Nevada,2024-08-12,2024-08-15,677,lv,2024-11-05,general,Kamala Harris,44,68
87807,1424,Siena/NYT,REP,NA,3,-1.5,Live Phone,Nevada,2024-08-12,2024-08-15,677,lv,2024-11-05,general,Donald Trump,46,68
87821,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Arizona,2024-08-12,2024-08-15,592,lv,2024-11-05,general,Kamala Harris,43,68
87821,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Arizona,2024-08-12,2024-08-15,592,lv,2024-11-05,general,Donald Trump,44,68
87822,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Florida,2024-08-12,2024-08-15,1296,lv,2024-11-05,general,Kamala Harris,43,68
87822,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Florida,2024-08-12,2024-08-15,1296,lv,2024-11-05,general,Donald Trump,48,68
87823,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Georgia,2024-08-12,2024-08-15,692,lv,2024-11-05,general,Kamala Harris,46,68
87823,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Georgia,2024-08-12,2024-08-15,692,lv,2024-11-05,general,Donald Trump,46,68
87824,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Michigan,2024-08-12,2024-08-15,530,lv,2024-11-05,general,Kamala Harris,44,68
87824,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Michigan,2024-08-12,2024-08-15,530,lv,2024-11-05,general,Donald Trump,45,68
87825,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Minnesota,2024-08-12,2024-08-15,475,lv,2024-11-05,general,Kamala Harris,47,68
