poll_id,pollster_id,Pollster,Party,sponsors,NumericGrade,PollScore,Methodology,State,StartDate,EndDate,SampleSize,Population,ElectionDate,Stage,CandidateName,Percentage,TimeToElection,Weight,numpolls,PredictedPercentage
87526,383,PPP,IND,Clean and Prosperous America,1.4,0,IVR/Text,North Carolina,2024-07-19,2024-07-20,573,rv,2024-11-05,general,Robert F. Kennedy,2,109,0.009174311926605505,1306,8.171686216679749
87526,383,PPP,DEM,Clean and Prosperous America,1.4,0,IVR/Text,North Carolina,2024-07-19,2024-07-20,573,rv,2024-11-05,general,Roy A. Cooper,41,109,0.009174311926605505,1,-3.4564621141684326
87526,383,PPP,REP,Clean and Prosperous America,1.4,0,IVR/Text,North Carolina,2024-07-19,2024-07-20,573,rv,2024-11-05,general,Donald Trump,45,109,0.009174311926605505,5203,42.89574295638501
87526,383,PPP,GRE,Clean and Prosperous America,1.4,0,IVR/Text,North Carolina,2024-07-19,2024-07-20,573,rv,2024-11-05,general,Jill Stein,2,109,0.009174311926605505,1100,6.33613176751904
87526,383,PPP,IND,Clean and Prosperous America,1.4,0,IVR/Text,North Carolina,2024-07-19,2024-07-20,573,rv,2024-11-05,general,Robert F. Kennedy,3,109,0.009174311926605505,1306,8.171686216679749
87496,1878,SoCal Research,DEM,On Point Politics,NA,NA,Online Ad,New York,2024-07-18,2024-07-18,500,lv,2024-11-05,general,Kamala Harris,52,110,0.00909090909090909,5764,NA
87496,1878,SoCal Research,REP,On Point Politics,NA,NA,Online Ad,New York,2024-07-18,2024-07-18,500,lv,2024-11-05,general,Donald Trump,41,110,0.00909090909090909,5203,NA
87496,1878,SoCal Research,DEM,On Point Politics,NA,NA,Online Ad,New York,2024-07-18,2024-07-18,500,lv,2024-11-05,general,Kamala Harris,52,110,0.00909090909090909,5764,NA
87496,1878,SoCal Research,REP,On Point Politics,NA,NA,Online Ad,New York,2024-07-18,2024-07-18,500,lv,2024-11-05,general,Donald Trump,41,110,0.00909090909090909,5203,NA
87485,383,PPP,DEM,Clean and Prosperous America,1.4,0,IVR/Text,Pennsylvania,2024-07-17,2024-07-18,624,rv,2024-11-05,general,Kamala Harris,42,111,0.009009009009009009,5764,48.30462754508082
87485,383,PPP,REP,Clean and Prosperous America,1.4,0,IVR/Text,Pennsylvania,2024-07-17,2024-07-18,624,rv,2024-11-05,general,Donald Trump,46,111,0.009009009009009009,5203,43.30586033158976
87485,383,PPP,GRE,Clean and Prosperous America,1.4,0,IVR/Text,Pennsylvania,2024-07-17,2024-07-18,624,rv,2024-11-05,general,Jill Stein,2,111,0.009009009009009009,1100,6.746249142723794
87485,383,PPP,IND,Clean and Prosperous America,1.4,0,IVR/Text,Pennsylvania,2024-07-17,2024-07-18,624,rv,2024-11-05,general,Robert F. Kennedy,4,111,0.009009009009009009,1306,8.581803591884503
87485,383,PPP,DEM,Clean and Prosperous America,1.4,0,IVR/Text,Pennsylvania,2024-07-17,2024-07-18,624,rv,2024-11-05,general,Kamala Harris,44,111,0.009009009009009009,5764,48.30462754508082
87485,383,PPP,REP,Clean and Prosperous America,1.4,0,IVR/Text,Pennsylvania,2024-07-17,2024-07-18,624,rv,2024-11-05,general,Donald Trump,49,111,0.009009009009009009,5203,43.30586033158976
87485,383,PPP,DEM,Clean and Prosperous America,1.4,0,IVR/Text,Pennsylvania,2024-07-17,2024-07-18,624,rv,2024-11-05,general,Kamala Harris,43,111,0.009009009009009009,5764,48.30462754508082
87485,383,PPP,REP,Clean and Prosperous America,1.4,0,IVR/Text,Pennsylvania,2024-07-17,2024-07-18,624,rv,2024-11-05,general,Donald Trump,45,111,0.009009009009009009,5203,43.30586033158976
87485,383,PPP,GRE,Clean and Prosperous America,1.4,0,IVR/Text,Pennsylvania,2024-07-17,2024-07-18,624,rv,2024-11-05,general,Jill Stein,2,111,0.009009009009009009,1100,6.746249142723794
87485,383,PPP,IND,Clean and Prosperous America,1.4,0,IVR/Text,Pennsylvania,2024-07-17,2024-07-18,624,rv,2024-11-05,general,Robert F. Kennedy,4,111,0.009009009009009009,1306,8.581803591884503
87485,383,PPP,DEM,Clean and Prosperous America,1.4,0,IVR/Text,Pennsylvania,2024-07-17,2024-07-18,624,rv,2024-11-05,general,Josh Shapiro,47,111,0.009009009009009009,14,-2.9305087785797506
87485,383,PPP,REP,Clean and Prosperous America,1.4,0,IVR/Text,Pennsylvania,2024-07-17,2024-07-18,624,rv,2024-11-05,general,Donald Trump,43,111,0.009009009009009009,5203,43.30586033158976
87485,383,PPP,GRE,Clean and Prosperous America,1.4,0,IVR/Text,Pennsylvania,2024-07-17,2024-07-18,624,rv,2024-11-05,general,Jill Stein,1,111,0.009009009009009009,1100,6.746249142723794
87485,383,PPP,IND,Clean and Prosperous America,1.4,0,IVR/Text,Pennsylvania,2024-07-17,2024-07-18,624,rv,2024-11-05,general,Robert F. Kennedy,3,111,0.009009009009009009,1306,8.581803591884503
87486,383,PPP,DEM,Clean and Prosperous America,1.4,0,IVR/Text,Michigan,2024-07-17,2024-07-18,650,rv,2024-11-05,general,Kamala Harris,44,111,0.009009009009009009,5764,48.00579535653294
87486,383,PPP,REP,Clean and Prosperous America,1.4,0,IVR/Text,Michigan,2024-07-17,2024-07-18,650,rv,2024-11-05,general,Donald Trump,45,111,0.009009009009009009,5203,43.007028143041886
87486,383,PPP,GRE,Clean and Prosperous America,1.4,0,IVR/Text,Michigan,2024-07-17,2024-07-18,650,rv,2024-11-05,general,Jill Stein,3,111,0.009009009009009009,1100,6.447416954175919
87486,383,PPP,IND,Clean and Prosperous America,1.4,0,IVR/Text,Michigan,2024-07-17,2024-07-18,650,rv,2024-11-05,general,Robert F. Kennedy,5,111,0.009009009009009009,1306,8.282971403336628
87486,383,PPP,DEM,Clean and Prosperous America,1.4,0,IVR/Text,Michigan,2024-07-17,2024-07-18,650,rv,2024-11-05,general,Kamala Harris,46,111,0.009009009009009009,5764,48.00579535653294
87486,383,PPP,REP,Clean and Prosperous America,1.4,0,IVR/Text,Michigan,2024-07-17,2024-07-18,650,rv,2024-11-05,general,Donald Trump,49,111,0.009009009009009009,5203,43.007028143041886
87486,383,PPP,DEM,Clean and Prosperous America,1.4,0,IVR/Text,Michigan,2024-07-17,2024-07-18,650,rv,2024-11-05,general,Kamala Harris,41,111,0.009009009009009009,5764,48.00579535653294
87486,383,PPP,REP,Clean and Prosperous America,1.4,0,IVR/Text,Michigan,2024-07-17,2024-07-18,650,rv,2024-11-05,general,Donald Trump,46,111,0.009009009009009009,5203,43.007028143041886
87486,383,PPP,GRE,Clean and Prosperous America,1.4,0,IVR/Text,Michigan,2024-07-17,2024-07-18,650,rv,2024-11-05,general,Jill Stein,2,111,0.009009009009009009,1100,6.447416954175919
87486,383,PPP,IND,Clean and Prosperous America,1.4,0,IVR/Text,Michigan,2024-07-17,2024-07-18,650,rv,2024-11-05,general,Robert F. Kennedy,6,111,0.009009009009009009,1306,8.282971403336628
87486,383,PPP,DEM,Clean and Prosperous America,1.4,0,IVR/Text,Michigan,2024-07-17,2024-07-18,650,rv,2024-11-05,general,Gretchen Whitmer,46,111,0.009009009009009009,30,-3.086773631270483
87486,383,PPP,REP,Clean and Prosperous America,1.4,0,IVR/Text,Michigan,2024-07-17,2024-07-18,650,rv,2024-11-05,general,Donald Trump,45,111,0.009009009009009009,5203,43.007028143041886
87486,383,PPP,GRE,Clean and Prosperous America,1.4,0,IVR/Text,Michigan,2024-07-17,2024-07-18,650,rv,2024-11-05,general,Jill Stein,1,111,0.009009009009009009,1100,6.447416954175919
87486,383,PPP,IND,Clean and Prosperous America,1.4,0,IVR/Text,Michigan,2024-07-17,2024-07-18,650,rv,2024-11-05,general,Robert F. Kennedy,5,111,0.009009009009009009,1306,8.282971403336628
87483,568,YouGov,DEM,CBS News,3,-1.1,Online Panel,NA,2024-07-16,2024-07-18,2241,lv,2024-11-05,general,Kamala Harris,47,112,0.008928571428571428,5764,NA
87483,568,YouGov,REP,CBS News,3,-1.1,Online Panel,NA,2024-07-16,2024-07-18,2241,lv,2024-11-05,general,Donald Trump,52,112,0.008928571428571428,5203,NA
87483,568,YouGov,DEM,CBS News,3,-1.1,Online Panel,NA,2024-07-16,2024-07-18,2240,lv,2024-11-05,general,Kamala Harris,48,112,0.008928571428571428,5764,NA
87483,568,YouGov,REP,CBS News,3,-1.1,Online Panel,NA,2024-07-16,2024-07-18,2240,lv,2024-11-05,general,Donald Trump,51,112,0.008928571428571428,5203,NA
87491,458,Suffolk,DEM,Boston Globe,2.9,-1,Live Phone,Massachusetts,2024-07-16,2024-07-18,500,rv,2024-11-05,general,Kamala Harris,47.2,112,0.008928571428571428,5764,47.37806718061879
87491,458,Suffolk,REP,Boston Globe,2.9,-1,Live Phone,Massachusetts,2024-07-16,2024-07-18,500,rv,2024-11-05,general,Donald Trump,29,112,0.008928571428571428,5203,42.379299967127736
87491,458,Suffolk,GRE,Boston Globe,2.9,-1,Live Phone,Massachusetts,2024-07-16,2024-07-18,500,rv,2024-11-05,general,Jill Stein,1,112,0.008928571428571428,1100,5.819688778261769
87491,458,Suffolk,LIB,Boston Globe,2.9,-1,Live Phone,Massachusetts,2024-07-16,2024-07-18,500,rv,2024-11-05,general,Chase Oliver,0.6,112,0.008928571428571428,575,1.1416980704492818
87491,458,Suffolk,IND,Boston Globe,2.9,-1,Live Phone,Massachusetts,2024-07-16,2024-07-18,500,rv,2024-11-05,general,Robert F. Kennedy,7.8,112,0.008928571428571428,1306,7.655243227422478
87491,458,Suffolk,IND,Boston Globe,2.9,-1,Live Phone,Massachusetts,2024-07-16,2024-07-18,500,rv,2024-11-05,general,Cornel West,1,112,0.008928571428571428,830,3.4138649856724896
87498,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Nevada,2024-07-16,2024-07-18,412,lv,2024-11-05,general,Kamala Harris,41,112,0.008928571428571428,5764,47.64596428148833
87498,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Nevada,2024-07-16,2024-07-18,412,lv,2024-11-05,general,Donald Trump,44,112,0.008928571428571428,5203,42.647197067997276
87498,1562,Redfield & Wilton Strategies,IND,The Telegraph,1.8,0.4,Online Panel,Nevada,2024-07-16,2024-07-18,412,lv,2024-11-05,general,Robert F. Kennedy,7,112,0.008928571428571428,1306,7.923140328292019
87498,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Nevada,2024-07-16,2024-07-18,412,lv,2024-11-05,general,Chase Oliver,0,112,0.008928571428571428,575,1.4095951713188235
87498,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Nevada,2024-07-16,2024-07-18,412,lv,2024-11-05,general,Jill Stein,1,112,0.008928571428571428,1100,6.087585879131311
87499,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Pennsylvania,2024-07-16,2024-07-18,688,lv,2024-11-05,general,Kamala Harris,41,112,0.008928571428571428,5764,48.21590788144803
87499,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Pennsylvania,2024-07-16,2024-07-18,688,lv,2024-11-05,general,Donald Trump,45,112,0.008928571428571428,5203,43.217140667956976
87499,1562,Redfield & Wilton Strategies,IND,The Telegraph,1.8,0.4,Online Panel,Pennsylvania,2024-07-16,2024-07-18,688,lv,2024-11-05,general,Robert F. Kennedy,4,112,0.008928571428571428,1306,8.493083928251716
87499,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Pennsylvania,2024-07-16,2024-07-18,688,lv,2024-11-05,general,Chase Oliver,0,112,0.008928571428571428,575,1.97953877127852
87499,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Pennsylvania,2024-07-16,2024-07-18,688,lv,2024-11-05,general,Jill Stein,1,112,0.008928571428571428,1100,6.657529479091007
87502,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,North Carolina,2024-07-16,2024-07-18,461,lv,2024-11-05,general,Kamala Harris,39,112,0.008928571428571428,5764,47.845473521326596
87502,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,North Carolina,2024-07-16,2024-07-18,461,lv,2024-11-05,general,Donald Trump,45,112,0.008928571428571428,5203,42.84670630783554
87502,1562,Redfield & Wilton Strategies,IND,The Telegraph,1.8,0.4,Online Panel,North Carolina,2024-07-16,2024-07-18,461,lv,2024-11-05,general,Robert F. Kennedy,5,112,0.008928571428571428,1306,8.12264956813028
87502,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,North Carolina,2024-07-16,2024-07-18,461,lv,2024-11-05,general,Chase Oliver,1,112,0.008928571428571428,575,1.6091044111570838
87502,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,North Carolina,2024-07-16,2024-07-18,461,lv,2024-11-05,general,Jill Stein,1,112,0.008928571428571428,1100,6.287095118969571
87503,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Arizona,2024-07-16,2024-07-18,454,lv,2024-11-05,general,Kamala Harris,40,112,0.008928571428571428,5764,48.2518412424341
87503,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Arizona,2024-07-16,2024-07-18,454,lv,2024-11-05,general,Donald Trump,44,112,0.008928571428571428,5203,43.25307402894304
87503,1562,Redfield & Wilton Strategies,IND,The Telegraph,1.8,0.4,Online Panel,Arizona,2024-07-16,2024-07-18,454,lv,2024-11-05,general,Robert F. Kennedy,7,112,0.008928571428571428,1306,8.52901728923778
87503,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Arizona,2024-07-16,2024-07-18,454,lv,2024-11-05,general,Chase Oliver,1,112,0.008928571428571428,575,2.015472132264584
87503,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Arizona,2024-07-16,2024-07-18,454,lv,2024-11-05,general,Jill Stein,1,112,0.008928571428571428,1100,6.693462840077071
87504,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Florida,2024-07-16,2024-07-18,471,lv,2024-11-05,general,Kamala Harris,39,112,0.008928571428571428,5764,48.04526156153679
87504,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Florida,2024-07-16,2024-07-18,471,lv,2024-11-05,general,Donald Trump,46,112,0.008928571428571428,5203,43.04649434804573
87504,1562,Redfield & Wilton Strategies,IND,The Telegraph,1.8,0.4,Online Panel,Florida,2024-07-16,2024-07-18,471,lv,2024-11-05,general,Robert F. Kennedy,6,112,0.008928571428571428,1306,8.322437608340472
87504,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Florida,2024-07-16,2024-07-18,471,lv,2024-11-05,general,Chase Oliver,1,112,0.008928571428571428,575,1.8088924513672762
87504,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Florida,2024-07-16,2024-07-18,471,lv,2024-11-05,general,Jill Stein,0,112,0.008928571428571428,1100,6.486883159179763
87505,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Georgia,2024-07-16,2024-07-18,618,lv,2024-11-05,general,Kamala Harris,40,112,0.008928571428571428,5764,47.982812778049464
87505,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Georgia,2024-07-16,2024-07-18,618,lv,2024-11-05,general,Donald Trump,45,112,0.008928571428571428,5203,42.984045564558414
87505,1562,Redfield & Wilton Strategies,IND,The Telegraph,1.8,0.4,Online Panel,Georgia,2024-07-16,2024-07-18,618,lv,2024-11-05,general,Robert F. Kennedy,5,112,0.008928571428571428,1306,8.259988824853153
87505,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Georgia,2024-07-16,2024-07-18,618,lv,2024-11-05,general,Chase Oliver,1,112,0.008928571428571428,575,1.7464436678799569
87505,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Georgia,2024-07-16,2024-07-18,618,lv,2024-11-05,general,Jill Stein,0,112,0.008928571428571428,1100,6.424434375692444
87506,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Michigan,2024-07-16,2024-07-18,437,lv,2024-11-05,general,Kamala Harris,41,112,0.008928571428571428,5764,47.97953134732106
87506,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Michigan,2024-07-16,2024-07-18,437,lv,2024-11-05,general,Donald Trump,42,112,0.008928571428571428,5203,42.98076413383
87506,1562,Redfield & Wilton Strategies,IND,The Telegraph,1.8,0.4,Online Panel,Michigan,2024-07-16,2024-07-18,437,lv,2024-11-05,general,Robert F. Kennedy,6,112,0.008928571428571428,1306,8.256707394124742
87506,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Michigan,2024-07-16,2024-07-18,437,lv,2024-11-05,general,Chase Oliver,1,112,0.008928571428571428,575,1.7431622371515463
87506,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Michigan,2024-07-16,2024-07-18,437,lv,2024-11-05,general,Jill Stein,1,112,0.008928571428571428,1100,6.421152944964033
87507,1562,Redfield & Wilton Strategies,DEM,The Telegraph,1.8,0.4,Online Panel,Wisconsin,2024-07-16,2024-07-18,470,lv,2024-11-05,general,Kamala Harris,42,112,0.008928571428571428,5764,48.40764972568686
87507,1562,Redfield & Wilton Strategies,REP,The Telegraph,1.8,0.4,Online Panel,Wisconsin,2024-07-16,2024-07-18,470,lv,2024-11-05,general,Donald Trump,42,112,0.008928571428571428,5203,43.4088825121958
87507,1562,Redfield & Wilton Strategies,IND,The Telegraph,1.8,0.4,Online Panel,Wisconsin,2024-07-16,2024-07-18,470,lv,2024-11-05,general,Robert F. Kennedy,6,112,0.008928571428571428,1306,8.684825772490543
87507,1562,Redfield & Wilton Strategies,LIB,The Telegraph,1.8,0.4,Online Panel,Wisconsin,2024-07-16,2024-07-18,470,lv,2024-11-05,general,Chase Oliver,0,112,0.008928571428571428,575,2.1712806155173467
87507,1562,Redfield & Wilton Strategies,GRE,The Telegraph,1.8,0.4,Online Panel,Wisconsin,2024-07-16,2024-07-18,470,lv,2024-11-05,general,Jill Stein,1,112,0.008928571428571428,1100,6.849271323329834
87510,847,U. Georgia SPIA,DEM,Atlanta Journal-Constitution,2.2,-0.2,Live Phone,Georgia,2024-07-09,2024-07-18,1000,lv,2024-11-05,general,Kamala Harris,44.8,119,0.008403361344537815,5764,48.00811681207919
87510,847,U. Georgia SPIA,REP,Atlanta Journal-Constitution,2.2,-0.2,Live Phone,Georgia,2024-07-09,2024-07-18,1000,lv,2024-11-05,general,Donald Trump,48.3,119,0.008403361344537815,5203,43.00934959858813
87510,847,U. Georgia SPIA,DEM,Atlanta Journal-Constitution,2.2,-0.2,Live Phone,Georgia,2024-07-09,2024-07-18,1000,lv,2024-11-05,general,Kamala Harris,41.8,119,0.008403361344537815,5764,48.00811681207919
87510,847,U. Georgia SPIA,REP,Atlanta Journal-Constitution,2.2,-0.2,Live Phone,Georgia,2024-07-09,2024-07-18,1000,lv,2024-11-05,general,Donald Trump,45.4,119,0.008403361344537815,5203,43.00934959858813
87510,847,U. Georgia SPIA,LIB,Atlanta Journal-Constitution,2.2,-0.2,Live Phone,Georgia,2024-07-09,2024-07-18,1000,lv,2024-11-05,general,Chase Oliver,1.3,119,0.008403361344537815,575,1.7717477019096748
87510,847,U. Georgia SPIA,IND,Atlanta Journal-Constitution,2.2,-0.2,Live Phone,Georgia,2024-07-09,2024-07-18,1000,lv,2024-11-05,general,Robert F. Kennedy,7.7,119,0.008403361344537815,1306,8.28529285888287
87510,847,U. Georgia SPIA,DEM,Atlanta Journal-Constitution,2.2,-0.2,Live Phone,Georgia,2024-07-09,2024-07-18,1000,lv,2024-11-05,general,Kamala Harris,45.9,119,0.008403361344537815,5764,48.00811681207919
87510,847,U. Georgia SPIA,REP,Atlanta Journal-Constitution,2.2,-0.2,Live Phone,Georgia,2024-07-09,2024-07-18,1000,lv,2024-11-05,general,Donald Trump,50.5,119,0.008403361344537815,5203,43.00934959858813
87501,1741,ActiVote,DEM,NA,NA,NA,App Panel,Texas,2024-06-25,2024-07-18,400,lv,2024-11-05,general,Kamala Harris,45.6,133,0.007518796992481203,5764,NA
87501,1741,ActiVote,REP,NA,NA,NA,App Panel,Texas,2024-06-25,2024-07-18,400,lv,2024-11-05,general,Donald Trump,54.4,133,0.007518796992481203,5203,NA
87481,1878,SoCal Research,DEM,On Point Politics,NA,NA,Online Ad,NA,2024-07-17,2024-07-17,800,lv,2024-11-05,general,Kamala Harris,45,111,0.009009009009009009,5764,NA
87481,1878,SoCal Research,REP,On Point Politics,NA,NA,Online Ad,NA,2024-07-17,2024-07-17,800,lv,2024-11-05,general,Donald Trump,51,111,0.009009009009009009,5203,NA
87481,1878,SoCal Research,DEM,On Point Politics,NA,NA,Online Ad,NA,2024-07-17,2024-07-17,800,lv,2024-11-05,general,Kamala Harris,44,111,0.009009009009009009,5764,NA
87481,1878,SoCal Research,REP,On Point Politics,NA,NA,Online Ad,NA,2024-07-17,2024-07-17,800,lv,2024-11-05,general,Donald Trump,52,111,0.009009009009009009,5203,NA
87478,1189,Morning Consult,DEM,NA,1.9,-0.3,Online Panel,NA,2024-07-15,2024-07-17,9414,rv,2024-11-05,general,Kamala Harris,42,113,0.008849557522123894,5764,NA
87478,1189,Morning Consult,REP,NA,1.9,-0.3,Online Panel,NA,2024-07-15,2024-07-17,9414,rv,2024-11-05,general,Donald Trump,46,113,0.008849557522123894,5203,NA
87482,1554,RMG Research,DEM,NA,2.3,-0.4,NA,NA,2024-07-15,2024-07-17,2725,lv,2024-11-05,general,Kamala Harris,46,113,0.008849557522123894,5764,NA
87482,1554,RMG Research,REP,NA,2.3,-0.4,NA,NA,2024-07-15,2024-07-17,2725,lv,2024-11-05,general,Donald Trump,51,113,0.008849557522123894,5203,NA
87489,1250,Trafalgar Group,DEM,NA,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,Michigan,2024-07-15,2024-07-17,1091,lv,2024-11-05,general,Kamala Harris,43,113,0.008849557522123894,5764,47.7949281326534
87489,1250,Trafalgar Group,REP,NA,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,Michigan,2024-07-15,2024-07-17,1091,lv,2024-11-05,general,Donald Trump,45.1,113,0.008849557522123894,5203,42.79616091916235
87489,1250,Trafalgar Group,IND,NA,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,Michigan,2024-07-15,2024-07-17,1091,lv,2024-11-05,general,Robert F. Kennedy,4,113,0.008849557522123894,1306,8.072104179457089
87489,1250,Trafalgar Group,GRE,NA,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,Michigan,2024-07-15,2024-07-17,1091,lv,2024-11-05,general,Jill Stein,1.4,113,0.008849557522123894,1100,6.23654973029638
87489,1250,Trafalgar Group,IND,NA,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,Michigan,2024-07-15,2024-07-17,1091,lv,2024-11-05,general,Cornel West,1.1,113,0.008849557522123894,830,3.8307259377071006
87490,1250,Trafalgar Group,DEM,NA,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,Wisconsin,2024-07-15,2024-07-17,1087,lv,2024-11-05,general,Kamala Harris,43,113,0.008849557522123894,5764,48.23138896305376
87490,1250,Trafalgar Group,REP,NA,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,Wisconsin,2024-07-15,2024-07-17,1087,lv,2024-11-05,general,Donald Trump,45.6,113,0.008849557522123894,5203,43.23262174956271
87490,1250,Trafalgar Group,IND,NA,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,Wisconsin,2024-07-15,2024-07-17,1087,lv,2024-11-05,general,Robert F. Kennedy,2.5,113,0.008849557522123894,1306,8.508565009857449
87490,1250,Trafalgar Group,GRE,NA,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,Wisconsin,2024-07-15,2024-07-17,1087,lv,2024-11-05,general,Jill Stein,1,113,0.008849557522123894,1100,6.67301056069674
87490,1250,Trafalgar Group,LIB,NA,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,Wisconsin,2024-07-15,2024-07-17,1087,lv,2024-11-05,general,Chase Oliver,0.4,113,0.008849557522123894,575,1.995019852884253
87490,1250,Trafalgar Group,IND,NA,0.7,0.6,IVR/Live Phone/Text/Online Panel/Email,Wisconsin,2024-07-15,2024-07-17,1087,lv,2024-11-05,general,Cornel West,0.1,113,0.008849557522123894,830,4.267186768107461
87495,1881,3W Insights,DEM,The Welcome PAC,NA,NA,Online Panel,NA,2024-07-15,2024-07-17,2402,lv,2024-11-05,general,Kamala Harris,43,113,0.008849557522123894,5764,NA
87495,1881,3W Insights,REP,The Welcome PAC,NA,NA,Online Panel,NA,2024-07-15,2024-07-17,2402,lv,2024-11-05,general,Donald Trump,47,113,0.008849557522123894,5203,NA
87500,143,EPIC/MRA,DEM,Detroit Free Press,1.9,-0.7,NA,Michigan,2024-07-13,2024-07-17,600,rv,2024-11-05,general,Kamala Harris,42,115,0.008695652173913044,5764,48.147075523940515
87500,143,EPIC/MRA,REP,Detroit Free Press,1.9,-0.7,NA,Michigan,2024-07-13,2024-07-17,600,rv,2024-11-05,general,Donald Trump,49,115,0.008695652173913044,5203,43.14830831044946
87500,143,EPIC/MRA,DEM,Detroit Free Press,1.9,-0.7,NA,Michigan,2024-07-13,2024-07-17,600,rv,2024-11-05,general,Kamala Harris,36,115,0.008695652173913044,5764,48.147075523940515
87500,143,EPIC/MRA,REP,Detroit Free Press,1.9,-0.7,NA,Michigan,2024-07-13,2024-07-17,600,rv,2024-11-05,general,Donald Trump,43,115,0.008695652173913044,5203,43.14830831044946
87500,143,EPIC/MRA,IND,Detroit Free Press,1.9,-0.7,NA,Michigan,2024-07-13,2024-07-17,600,rv,2024-11-05,general,Robert F. Kennedy,8,115,0.008695652173913044,1306,8.424251570744199
87500,143,EPIC/MRA,GRE,Detroit Free Press,1.9,-0.7,NA,Michigan,2024-07-13,2024-07-17,600,rv,2024-11-05,general,Jill Stein,2,115,0.008695652173913044,1100,6.58869712158349
87500,143,EPIC/MRA,IND,Detroit Free Press,1.9,-0.7,NA,Michigan,2024-07-13,2024-07-17,600,rv,2024-11-05,general,Cornel West,2,115,0.008695652173913044,830,4.18287332899421
87798,1466,DHM Research,DEM,NA,2.1,-0.2,Online Panel,Washington,2024-07-12,2024-07-17,500,rv,2024-11-05,general,Kamala Harris,45,116,0.008620689655172414,5764,49.87100906861091
87798,1466,DHM Research,REP,NA,2.1,-0.2,Online Panel,Washington,2024-07-12,2024-07-17,500,rv,2024-11-05,general,Donald Trump,38,116,0.008620689655172414,5203,44.87224185511985
87798,1466,DHM Research,DEM,NA,2.1,-0.2,Online Panel,Washington,2024-07-12,2024-07-17,500,rv,2024-11-05,general,Kamala Harris,45,116,0.008620689655172414,5764,49.87100906861091
87798,1466,DHM Research,REP,NA,2.1,-0.2,Online Panel,Washington,2024-07-12,2024-07-17,500,rv,2024-11-05,general,Donald Trump,40,116,0.008620689655172414,5203,44.87224185511985
87798,1466,DHM Research,DEM,NA,2.1,-0.2,Online Panel,Washington,2024-07-12,2024-07-17,500,rv,2024-11-05,general,Gretchen Whitmer,42,116,0.008620689655172414,30,-1.2215599191925144
87798,1466,DHM Research,REP,NA,2.1,-0.2,Online Panel,Washington,2024-07-12,2024-07-17,500,rv,2024-11-05,general,Donald Trump,38,116,0.008620689655172414,5203,44.87224185511985
